                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    192,                0.71503,                0.59265,                 1.1804,                0.96649,                0.96444,                0.98274,                0.84706,                 0.5429,                0.40428,                  1.038,              0.0010136,              0.0010136,              0.0010136
                    193,                0.71276,                0.58271,                 1.1583,                0.92743,                0.96642,                0.97978,                0.84838,                0.52966,                0.43066,                 1.0386,              0.0010124,              0.0010124,              0.0010124
                    194,                0.67322,                0.53655,                 1.1413,                0.96705,                0.98227,                 0.9817,                0.85443,                0.52617,                0.41416,                 1.0318,              0.0010112,              0.0010112,              0.0010112
                    195,                0.67724,                0.56472,                 1.1458,                 0.9725,                0.97837,                0.97772,                0.84313,                0.56957,                0.39293,                 1.0548,              0.0010099,              0.0010099,              0.0010099
                    196,                0.70531,                0.61935,                 1.1714,                0.96992,                0.97023,                0.97897,                0.85731,                0.53527,                0.38794,                 1.0345,              0.0010087,              0.0010087,              0.0010087
                    197,                0.67479,                0.56717,                 1.1364,                0.94816,                0.96434,                0.98158,                 0.8472,                0.53741,                0.42292,                 1.0411,              0.0010075,              0.0010075,              0.0010075
                    198,                0.65172,                0.56888,                 1.1211,                0.97108,                0.98471,                0.98649,                0.86107,                 0.5156,                0.37259,                 1.0261,              0.0010062,              0.0010062,              0.0010062
                    199,                0.72088,                 0.5786,                 1.1781,                0.97358,                0.97653,                0.98951,                0.86516,                0.54605,                0.38094,                 1.0249,               0.001005,               0.001005,               0.001005
                    200,                0.69107,                0.56145,                 1.1629,                0.96938,                0.96605,                0.98676,                0.83177,                0.62344,                0.44147,                 1.1144,              0.0010037,              0.0010037,              0.0010037
                    201,                0.73454,                0.60824,                  1.198,                0.96506,                0.97622,                0.98808,                0.86745,                 0.5404,                0.40145,                 1.0404,              0.0010025,              0.0010025,              0.0010025
                    202,                0.71205,                0.59135,                 1.1774,                0.95947,                0.97148,                0.98432,                0.85448,                 0.5526,                0.41337,                 1.0345,              0.0010013,              0.0010013,              0.0010013
                    203,                0.73896,                0.60476,                  1.183,                0.95328,                0.99279,                0.98486,                0.85148,                0.55517,                0.39804,                 1.0386,                  0.001,                  0.001,                  0.001
                    204,                  0.685,                0.55668,                 1.1532,                0.96569,                0.98955,                0.98492,                0.86982,                0.52581,                0.36511,                 1.0269,             0.00099879,             0.00099879,             0.00099879
                    205,                0.64308,                0.53305,                 1.1241,                0.97073,                0.97877,                0.98608,                0.87877,                0.51506,                0.35626,                 1.0124,             0.00099755,             0.00099755,             0.00099755
                    206,                0.67987,                0.54894,                 1.1438,                0.96784,                0.98313,                0.98827,                0.86547,                0.54337,                0.36794,                 1.0476,             0.00099631,             0.00099631,             0.00099631
                    207,                0.70764,                0.56934,                 1.1786,                 0.9672,                0.97428,                0.98806,                0.85803,                0.54582,                0.37858,                 1.0436,             0.00099507,             0.00099507,             0.00099507
                    208,                0.67958,                0.57678,                 1.1507,                0.96738,                0.98346,                0.98387,                0.86349,                0.54881,                0.37517,                 1.0376,             0.00099384,             0.00099384,             0.00099384
                    209,                0.69763,                 0.5547,                 1.1474,                0.96831,                0.97898,                0.98284,                0.85586,                0.56225,                0.39755,                 1.0457,              0.0009926,              0.0009926,              0.0009926
                    210,                0.69137,                0.55832,                 1.1476,                0.96527,                 0.9803,                0.98354,                0.86274,                0.54248,                 0.3902,                 1.0197,             0.00099136,             0.00099136,             0.00099136
                    211,                0.65966,                0.55696,                 1.1332,                0.94739,                0.96711,                0.98418,                0.85338,                0.56299,                0.40032,                 1.0353,             0.00099013,             0.00099013,             0.00099013
                    212,                0.66005,                0.53913,                 1.1214,                0.97006,                0.94396,                0.95624,                0.84209,                0.53415,                0.38684,                 1.0231,             0.00098889,             0.00098889,             0.00098889
                    213,                0.67764,                0.53806,                 1.1337,                0.95631,                0.95947,                0.96064,                0.84802,                0.53253,                0.39266,                 1.0278,             0.00098765,             0.00098765,             0.00098765
                    214,                0.68804,                0.56466,                 1.1511,                0.96462,                0.96666,                0.98424,                0.86275,                0.53627,                0.38799,                 1.0273,             0.00098641,             0.00098641,             0.00098641
                    215,                0.67642,                0.57102,                 1.1392,                0.97348,                0.96181,                0.98689,                0.87375,                0.50398,                0.37055,                 1.0087,             0.00098518,             0.00098518,             0.00098518
                    216,                0.63659,                0.52749,                 1.1082,                0.96679,                0.98557,                0.98538,                0.87024,                0.52399,                0.36852,                 1.0194,             0.00098394,             0.00098394,             0.00098394
                    217,                0.67563,                0.55808,                 1.1317,                0.96251,                0.97892,                0.98619,                 0.8609,                0.54278,                0.38215,                 1.0298,              0.0009827,              0.0009827,              0.0009827
                    218,                0.73157,                0.57994,                 1.1562,                0.97532,                0.97445,                0.98984,                0.87409,                0.52494,                0.39072,                  1.017,             0.00098146,             0.00098146,             0.00098146
                    219,                0.67914,                0.54958,                  1.115,                0.96378,                0.98403,                0.98708,                0.86852,                0.53497,                0.41255,                 1.0357,             0.00098022,             0.00098022,             0.00098022
                    220,                0.70101,                0.56116,                 1.1518,                0.96803,                0.97752,                0.98651,                0.86617,                0.52568,                0.38929,                 1.0283,             0.00097899,             0.00097899,             0.00097899
                    221,                0.68166,                0.56884,                 1.1537,                0.96298,                0.97375,                0.98528,                0.88221,                0.48964,                0.34864,                 0.9919,             0.00097775,             0.00097775,             0.00097775
                    222,                0.68528,                0.54273,                 1.1565,                0.96539,                0.98965,                0.98531,                0.87453,                0.51103,                0.36317,                 1.0127,             0.00097651,             0.00097651,             0.00097651
                    223,                0.70076,                0.55893,                 1.1314,                0.95066,                 0.9836,                0.98603,                0.85655,                0.52651,                0.41809,                 1.0227,             0.00097528,             0.00097528,             0.00097528
                    224,                0.66592,                0.53782,                 1.1237,                0.96654,                0.98962,                 0.9889,                 0.8729,                0.50083,                0.35736,                0.99564,             0.00097404,             0.00097404,             0.00097404
                    225,                0.61893,                0.51704,                 1.1144,                0.96572,                0.98564,                0.98726,                0.88013,                0.49609,                0.34802,                 0.9949,              0.0009728,              0.0009728,              0.0009728
                    226,                 0.6785,                0.55237,                 1.1323,                0.96612,                0.97309,                0.98525,                0.87244,                0.51771,                0.37223,                 1.0175,             0.00097156,             0.00097156,             0.00097156
                    227,                   0.65,                0.56828,                 1.1222,                0.97186,                0.98856,                0.98215,                0.86281,                0.52768,                0.37199,                 1.0311,             0.00097033,             0.00097033,             0.00097033
                    228,                0.65355,                0.53069,                 1.1386,                0.95767,                0.99074,                0.98469,                0.87407,                0.50536,                0.34796,                 1.0075,             0.00096909,             0.00096909,             0.00096909
                    229,                0.70605,                0.58524,                 1.1596,                0.96087,                0.99037,                0.98649,                0.88008,                0.48564,                0.35601,                0.99216,             0.00096785,             0.00096785,             0.00096785
                    230,                0.66841,                0.52542,                 1.1335,                0.95247,                0.97879,                0.98691,                0.84089,                0.60577,                 0.4427,                 1.0809,             0.00096661,             0.00096661,             0.00096661
                    231,                0.69668,                 0.5814,                 1.1358,                0.97649,                0.98948,                0.99054,                0.86862,                0.50343,                 0.3533,                0.99126,             0.00096537,             0.00096537,             0.00096537
                    232,                0.67681,                0.57257,                  1.139,                0.96731,                0.98732,                0.99134,                0.86684,                0.52538,                0.35173,                 1.0191,             0.00096414,             0.00096414,             0.00096414
                    233,                0.65256,                0.53714,                 1.1119,                0.96758,                 0.9816,                0.98782,                  0.839,                0.63269,                0.42695,                 1.0984,              0.0009629,              0.0009629,              0.0009629
                    234,                0.67718,                0.55213,                 1.1401,                0.96344,                0.99085,                0.98847,                0.86258,                0.52513,                0.36548,                 1.0144,             0.00096166,             0.00096166,             0.00096166
                    235,                0.69131,                0.54588,                 1.1386,                0.96054,                 0.9989,                 0.9895,                 0.8691,                0.54509,                  0.372,                 1.0359,             0.00096043,             0.00096043,             0.00096043
                    236,                0.68811,                0.52131,                  1.135,                 0.9714,                0.99694,                0.99065,                0.86751,                0.57799,                0.37419,                 1.0575,             0.00095919,             0.00095919,             0.00095919
                    237,                0.61466,                 0.5191,                  1.095,                0.97571,                0.98589,                  0.989,                0.88587,                0.48342,                0.34785,                0.98265,             0.00095795,             0.00095795,             0.00095795
                    238,                0.59413,                 0.4866,                 1.0916,                0.97095,                0.98362,                0.98828,                0.88031,                0.49962,                 0.3474,                0.99292,             0.00095671,             0.00095671,             0.00095671
                    239,                 0.6359,                0.54083,                  1.104,                0.97167,                0.98319,                0.98895,                0.88435,                0.49792,                0.34928,                0.99112,             0.00095548,             0.00095548,             0.00095548
                    240,                0.64949,                0.50532,                 1.1193,                0.97837,                0.99439,                0.99234,                 0.8888,                0.47526,                0.33097,                 0.9719,             0.00095424,             0.00095424,             0.00095424
                    241,                0.62188,                0.51514,                 1.1061,                0.97976,                0.98274,                0.98988,                0.89249,                0.47476,                0.32689,                0.97999,               0.000953,               0.000953,               0.000953
                    242,                0.62504,                0.51937,                 1.1252,                0.97091,                0.98999,                0.98766,                0.88907,                0.47758,                0.33011,                0.98359,             0.00095176,             0.00095176,             0.00095176
                    243,                0.64029,                0.50893,                 1.1122,                0.96987,                0.97372,                0.98791,                0.87401,                0.49781,                0.35081,                0.99688,             0.00095053,             0.00095053,             0.00095053
                    244,                0.65777,                0.53781,                 1.1313,                 0.9611,                0.99485,                0.98809,                0.88032,                0.49493,                0.35193,                  0.994,             0.00094929,             0.00094929,             0.00094929
                    245,                0.64611,                0.56436,                 1.1242,                0.97504,                0.98852,                0.98621,                0.88605,                0.47521,                0.33267,                0.98258,             0.00094805,             0.00094805,             0.00094805
                    246,                0.66513,                0.54536,                  1.129,                0.97455,                0.98658,                0.98611,                0.88843,                0.47543,                0.34141,                0.97952,             0.00094681,             0.00094681,             0.00094681
                    247,                0.63856,                 0.4965,                 1.0869,                0.95887,                0.98719,                0.98659,                0.88425,                0.48186,                0.34909,                0.98177,             0.00094558,             0.00094558,             0.00094558
                    248,                0.61886,                0.51686,                 1.1067,                0.96103,                0.99294,                0.98877,                0.87092,                0.51578,                0.35567,                 1.0134,             0.00094434,             0.00094434,             0.00094434
                    249,                0.61718,                0.51424,                 1.1041,                0.96516,                0.99147,                0.98979,                0.88292,                0.48775,                0.34792,                0.98814,              0.0009431,              0.0009431,              0.0009431
                    250,                0.63946,                0.52661,                 1.1124,                0.96122,                0.99446,                0.98594,                0.88252,                 0.4973,                0.35012,                0.98991,             0.00094186,             0.00094186,             0.00094186
                    251,                0.64212,                 0.5169,                 1.1115,                0.97174,                0.98493,                 0.9876,                0.88191,                0.48813,                0.35413,                0.99645,             0.00094062,             0.00094062,             0.00094062
                    252,                0.62127,                0.52363,                 1.1124,                0.97147,                 0.9876,                0.98773,                0.88129,                0.49414,                0.35269,                0.98023,             0.00093939,             0.00093939,             0.00093939
                    253,                0.66225,                0.53404,                 1.1349,                0.96622,                0.99194,                0.98551,                0.88376,                0.47899,                0.34098,                0.97328,             0.00093815,             0.00093815,             0.00093815
                    254,                0.69164,                0.55382,                 1.1371,                0.97376,                0.98832,                0.98857,                0.88252,                0.49364,                0.35717,                0.99498,             0.00093691,             0.00093691,             0.00093691
                    255,                0.66483,                0.52561,                 1.1331,                0.97075,                0.99284,                0.99013,                0.87804,                0.49738,                0.34811,                 0.9918,             0.00093567,             0.00093567,             0.00093567
                    256,                0.65942,                0.50256,                 1.1012,                0.96933,                0.98865,                 0.9878,                0.86795,                0.51548,                0.34469,                0.99822,             0.00093444,             0.00093444,             0.00093444
                    257,                0.63447,                 0.4952,                 1.1143,                0.97517,                0.97811,                0.98975,                0.87902,                0.49962,                0.34185,                0.99349,              0.0009332,              0.0009332,              0.0009332
                    258,                0.66653,                0.52524,                 1.1098,                0.97536,                0.97832,                0.98862,                0.86918,                0.54977,                0.38403,                 1.0462,             0.00093196,             0.00093196,             0.00093196
                    259,                0.62535,                0.51145,                 1.0956,                0.97993,                0.98677,                0.98679,                0.87836,                0.48651,                 0.3407,                0.99827,             0.00093073,             0.00093073,             0.00093073
                    260,                0.61801,                0.48353,                 1.1117,                0.97583,                0.98595,                0.98741,                0.88167,                 0.4812,                0.33174,                0.98666,             0.00092949,             0.00092949,             0.00092949
                    261,                0.65255,                0.51324,                 1.1076,                0.96845,                0.98972,                0.98705,                0.87693,                0.47278,                0.33023,                0.98178,             0.00092825,             0.00092825,             0.00092825
                    262,                0.63636,                 0.5337,                 1.1108,                0.97037,                0.99269,                0.98448,                0.87884,                0.47722,                0.33474,                0.98243,             0.00092701,             0.00092701,             0.00092701
                    263,                0.63375,                 0.5173,                 1.0979,                0.97179,                0.98387,                0.98482,                0.87803,                0.48542,                 0.3341,                0.98757,             0.00092577,             0.00092577,             0.00092577
                    264,                0.62668,                0.49106,                  1.103,                 0.9734,                0.99483,                 0.9884,                0.88211,                0.49462,                0.33692,                0.98143,             0.00092454,             0.00092454,             0.00092454
                    265,                0.62564,                0.49262,                 1.1047,                0.97048,                0.99626,                 0.9862,                0.89479,                0.47117,                0.33422,                 0.9714,              0.0009233,              0.0009233,              0.0009233
                    266,                0.64352,                0.51944,                 1.0996,                0.96853,                0.99532,                0.98731,                0.88976,                0.45995,                0.33236,                0.96341,             0.00092206,             0.00092206,             0.00092206
                    267,                0.63741,                0.53463,                 1.1131,                0.96929,                0.98969,                0.98378,                0.88883,                 0.4682,                0.34541,                0.97392,             0.00092083,             0.00092083,             0.00092083
                    268,                 0.6347,                0.50871,                  1.095,                0.96846,                0.98743,                0.98295,                0.89021,                0.47942,                0.34181,                0.97587,             0.00091959,             0.00091959,             0.00091959
                    269,                0.60792,                0.48633,                 1.0937,                0.97611,                0.98155,                0.98665,                0.89512,                0.45854,                0.32767,                0.96595,             0.00091835,             0.00091835,             0.00091835
                    270,                0.62265,                0.51732,                 1.0925,                0.96443,                0.98763,                0.98753,                 0.8946,                0.45145,                0.33208,                0.95409,             0.00091711,             0.00091711,             0.00091711
                    271,                0.63492,                 0.5293,                 1.1201,                0.96973,                0.98737,                0.98964,                0.88943,                0.48352,                0.32995,                0.97093,             0.00091588,             0.00091588,             0.00091588
                    272,                0.64481,                0.51186,                 1.1164,                0.97561,                0.99288,                0.98929,                0.89749,                0.45107,                0.31722,                0.96801,             0.00091464,             0.00091464,             0.00091464
                    273,                0.64165,                0.52636,                 1.1105,                0.97193,                0.98854,                0.98779,                0.89535,                0.46366,                0.32159,                0.96656,              0.0009134,              0.0009134,              0.0009134
                    274,                0.60184,                 0.5189,                 1.0805,                0.96703,                0.99322,                0.98967,                0.90312,                0.44388,                0.31994,                0.94992,             0.00091216,             0.00091216,             0.00091216
                    275,                 0.6309,                0.52202,                  1.094,                0.97742,                0.99156,                0.98895,                0.88751,                0.46223,                0.33474,                0.96525,             0.00091092,             0.00091092,             0.00091092
                    276,                0.67407,                0.54682,                  1.132,                0.96481,                0.98652,                0.98851,                0.88852,                0.47786,                0.35746,                0.97904,             0.00090969,             0.00090969,             0.00090969
                    277,                0.63216,                 0.5251,                 1.0994,                0.96362,                0.99522,                0.98656,                0.89277,                0.46054,                0.32921,                0.96465,             0.00090845,             0.00090845,             0.00090845
                    278,                0.58568,                0.48619,                 1.0893,                0.97821,                0.98632,                0.98753,                0.88557,                0.47206,                0.33717,                0.97338,             0.00090721,             0.00090721,             0.00090721
                    279,                0.68317,                0.54453,                 1.1161,                0.96869,                0.98997,                0.98653,                0.88836,                0.47668,                0.35462,                0.98031,             0.00090597,             0.00090597,             0.00090597
                    280,                0.61905,                0.48491,                 1.0746,                0.97535,                 0.9982,                0.98881,                0.90317,                 0.4432,                0.32131,                0.95344,             0.00090474,             0.00090474,             0.00090474
                    281,                0.61565,                0.49525,                 1.0911,                0.97246,                0.99645,                 0.9852,                0.89074,                0.45211,                0.31836,                0.95541,              0.0009035,              0.0009035,              0.0009035
                    282,                0.63383,                0.50526,                 1.1006,                0.97544,                0.99469,                0.98614,                0.89836,                0.44233,                0.31385,                0.94794,             0.00090226,             0.00090226,             0.00090226
                    283,                0.62775,                0.49261,                 1.0921,                0.97538,                0.99094,                0.98831,                0.88022,                0.49065,                0.35714,                0.98267,             0.00090103,             0.00090103,             0.00090103
                    284,                0.59376,                0.49176,                 1.0941,                0.96002,                 0.9848,                0.98733,                0.87434,                0.48482,                0.36921,                0.97157,             0.00089979,             0.00089979,             0.00089979
                    285,                0.60894,                0.49955,                 1.0932,                0.97221,                0.98948,                0.98924,                 0.8803,                0.46799,                0.34887,                0.96356,             0.00089855,             0.00089855,             0.00089855
                    286,                0.60935,                 0.5077,                 1.0864,                0.97514,                0.98549,                 0.9889,                0.88644,                0.44468,                0.32437,                0.95475,             0.00089731,             0.00089731,             0.00089731
                    287,                0.60371,                0.47427,                 1.0682,                0.98142,                0.98315,                0.98829,                0.88832,                0.44784,                0.32686,                0.95504,             0.00089607,             0.00089607,             0.00089607
                    288,                0.61878,                0.48318,                 1.0762,                0.97505,                0.98925,                0.99027,                0.87695,                 0.4726,                0.32345,                0.97636,             0.00089484,             0.00089484,             0.00089484
                    289,                0.60349,                0.46394,                 1.0855,                0.96116,                0.99966,                0.98829,                0.89385,                0.46151,                0.32121,                0.96235,              0.0008936,              0.0008936,              0.0008936
                    290,                0.62121,                0.47161,                 1.0836,                0.96998,                0.99731,                0.98765,                0.89829,                0.44482,                0.31488,                0.95516,             0.00089236,             0.00089236,             0.00089236
                    291,                0.62104,                0.50694,                 1.1055,                0.97584,                0.98953,                0.99018,                0.89594,                 0.4542,                0.31971,                0.95928,             0.00089112,             0.00089112,             0.00089112
                    292,                 0.6156,                0.48912,                  1.081,                0.97205,                 0.9875,                0.98802,                0.89059,                0.46088,                0.32162,                0.96323,             0.00088989,             0.00088989,             0.00088989
                    293,                0.63138,                0.51067,                 1.1025,                 0.9805,                0.97357,                0.99155,                0.87661,                0.51383,                0.34329,                 1.0015,             0.00088865,             0.00088865,             0.00088865
                    294,                0.61434,                0.50661,                  1.112,                 0.9705,                0.99093,                0.98413,                0.89189,                0.45111,                0.31931,                0.96044,             0.00088741,             0.00088741,             0.00088741
                    295,                0.59856,                0.51886,                 1.0755,                0.97417,                0.99924,                0.98556,                0.89491,                0.45662,                 0.3168,                0.96776,             0.00088618,             0.00088618,             0.00088618
                    296,                0.62671,                  0.496,                 1.0902,                0.96634,                0.99854,                0.98648,                0.88576,                0.48079,                0.34213,                0.98529,             0.00088494,             0.00088494,             0.00088494
                    297,                0.61306,                0.48274,                 1.0957,                0.97962,                0.99952,                0.98869,                0.88866,                0.48048,                 0.3204,                0.97613,              0.0008837,              0.0008837,              0.0008837
                    298,                0.61393,                0.47879,                 1.0925,                0.98342,                0.99331,                0.98757,                0.89932,                0.43869,                0.31631,                0.94696,             0.00088246,             0.00088246,             0.00088246
                    299,                0.55777,                0.44313,                 1.0609,                0.98226,                0.99573,                0.98861,                0.89951,                0.44164,                0.30974,                0.94313,             0.00088122,             0.00088122,             0.00088122
                    300,                0.59095,                0.46993,                 1.0865,                0.97881,                0.99731,                0.98751,                0.90007,                0.45136,                0.30919,                0.95368,             0.00087999,             0.00087999,             0.00087999
                    301,                0.60187,                 0.4639,                 1.0812,                0.97821,                0.99547,                0.98897,                0.89511,                0.45112,                0.30142,                0.95353,             0.00087875,             0.00087875,             0.00087875
                    302,                0.57137,                0.47456,                 1.0733,                0.97266,                0.99678,                0.99061,                0.90794,                0.43519,                0.30151,                0.93942,             0.00087751,             0.00087751,             0.00087751
                    303,                0.55867,                0.47848,                 1.0581,                0.96917,                0.99919,                 0.9919,                0.90795,                0.43814,                0.29968,                0.94842,             0.00087628,             0.00087628,             0.00087628
                    304,                0.60003,                0.51805,                  1.093,                0.97811,                0.99209,                0.99047,                0.90337,                0.44694,                0.30844,                0.94673,             0.00087504,             0.00087504,             0.00087504
                    305,                0.56374,                0.45931,                 1.0604,                0.96881,                0.99107,                0.98789,                0.89602,                0.45683,                0.30977,                0.95695,              0.0008738,              0.0008738,              0.0008738
                    306,                0.57173,                 0.4627,                 1.0773,                0.97157,                0.99255,                0.98856,                0.89039,                0.45703,                0.31063,                 0.9551,             0.00087256,             0.00087256,             0.00087256
                    307,                0.57283,                0.47799,                 1.0749,                0.97454,                0.99908,                 0.9877,                0.89012,                0.45135,                0.31809,                0.94717,             0.00087132,             0.00087132,             0.00087132
                    308,                0.57226,                0.47477,                 1.0758,                0.97711,                0.99374,                 0.9887,                 0.8966,                0.45069,                0.31517,                0.95201,             0.00087009,             0.00087009,             0.00087009
                    309,                0.61515,                 0.4602,                 1.0758,                0.98048,                0.99462,                0.99005,                0.89311,                0.45269,                0.31237,                0.95258,             0.00086885,             0.00086885,             0.00086885
                    310,                0.57796,                0.46805,                 1.0634,                0.97976,                0.98847,                0.99049,                0.90814,                0.41764,                0.30092,                0.93049,             0.00086761,             0.00086761,             0.00086761
                    311,                0.61011,                 0.5072,                 1.0792,                0.96898,                0.98958,                0.98908,                0.90066,                0.44041,                0.31485,                0.94833,             0.00086637,             0.00086637,             0.00086637
                    312,                0.58595,                0.51027,                  1.072,                0.98019,                0.99244,                 0.9898,                0.89651,                0.44556,                0.30511,                0.95306,             0.00086514,             0.00086514,             0.00086514
                    313,                0.57395,                0.47344,                 1.0643,                0.98024,                0.99194,                0.99056,                0.90426,                0.43627,                0.30106,                0.93873,              0.0008639,              0.0008639,              0.0008639
                    314,                0.56514,                0.47675,                 1.0726,                0.96615,                0.99462,                0.98664,                0.90748,                 0.4238,                0.30925,                0.92444,             0.00086266,             0.00086266,             0.00086266
                    315,                0.54977,                0.45099,                 1.0637,                0.96986,                0.99731,                 0.9882,                0.90711,                0.43775,                0.31536,                0.93841,             0.00086142,             0.00086142,             0.00086142
                    316,                0.58309,                0.47528,                 1.0843,                0.96979,                0.99613,                0.98777,                0.89986,                0.44758,                0.32215,                0.94909,             0.00086019,             0.00086019,             0.00086019
                    317,                0.54672,                0.44013,                 1.0614,                0.97264,                0.99642,                0.99207,                0.91433,                0.42057,                 0.2956,                0.93331,             0.00085895,             0.00085895,             0.00085895
                    318,                0.59065,                0.47048,                 1.0741,                 0.9739,                0.99411,                0.99066,                  0.905,                 0.4342,                0.30706,                0.94506,             0.00085771,             0.00085771,             0.00085771
                    319,                0.60696,                0.46356,                 1.0813,                0.96632,                0.98745,                0.99126,                0.88455,                0.51864,                0.34815,                0.99398,             0.00085647,             0.00085647,             0.00085647
                    320,                0.56901,                0.46986,                 1.0739,                0.98021,                0.99924,                 0.9865,                0.89312,                0.46153,                 0.2996,                0.95202,             0.00085524,             0.00085524,             0.00085524
                    321,                0.60022,                0.45971,                  1.101,                0.98049,                0.99716,                0.98921,                0.90577,                0.42624,                0.29608,                0.93016,               0.000854,               0.000854,               0.000854
                    322,                0.56383,                0.46744,                 1.0416,                0.98087,                0.99899,                0.99035,                0.89887,                0.43902,                0.30112,                0.93656,             0.00085276,             0.00085276,             0.00085276
                    323,                0.60169,                0.48931,                 1.0718,                0.98055,                0.99258,                0.99117,                0.89999,                0.44876,                0.30654,                 0.9426,             0.00085152,             0.00085152,             0.00085152
                    324,                0.59224,                0.48807,                 1.0618,                0.97814,                0.99666,                0.99153,                0.91189,                0.43838,                0.29612,                0.93343,             0.00085029,             0.00085029,             0.00085029
                    325,                0.56658,                0.44106,                 1.0625,                 0.9813,                 0.9922,                0.99126,                0.89608,                0.45405,                0.29431,                0.94245,             0.00084905,             0.00084905,             0.00084905
