                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 1.9336,                 2.3901,                  2.577,                0.41554,                 0.5769,                0.48596,                0.24635,                 1.7776,                 2.1174,                 2.5708,              0.0012413,              0.0012413,              0.0012413
                     16,                 1.7705,                 2.2295,                 2.4456,                0.64536,                0.56968,                 0.6185,                0.35237,                 1.5435,                 2.0059,                 2.3635,              0.0012407,              0.0012407,              0.0012407
                     17,                 1.7748,                 2.2201,                   2.43,                0.56169,                0.64327,                 0.6012,                0.34581,                 1.6302,                 1.8865,                 2.3971,              0.0012401,              0.0012401,              0.0012401
                     18,                 1.7117,                 2.0488,                 2.3621,                0.59525,                0.64189,                 0.6723,                0.38106,                 1.4996,                 2.2348,                 2.2323,              0.0012395,              0.0012395,              0.0012395
                     19,                 1.6697,                 2.0568,                 2.2692,                0.62455,                0.61078,                0.64353,                0.38856,                 1.4076,                 1.9195,                 2.1958,              0.0012389,              0.0012389,              0.0012389
                     20,                 1.5866,                 1.9403,                 2.2311,                0.66355,                0.69794,                0.69705,                0.42786,                  1.468,                 1.7329,                  2.194,              0.0012382,              0.0012382,              0.0012382
                     21,                 1.5924,                 1.8868,                 2.2024,                0.78885,                0.67708,                0.76933,                0.48747,                 1.4056,                 1.4861,                 2.1551,              0.0012376,              0.0012376,              0.0012376
                     22,                 1.5137,                 1.7509,                 2.1293,                0.55946,                0.49798,                0.53332,                0.28162,                  1.884,                 2.4085,                 2.6631,               0.001237,               0.001237,               0.001237
                     23,                 1.4604,                 1.7532,                 2.0751,                0.74884,                 0.7193,                0.76182,                0.49332,                 1.3182,                  1.497,                 1.9949,              0.0012364,              0.0012364,              0.0012364
                     24,                 1.4939,                 1.7139,                 2.0742,                0.74307,                0.74107,                0.76371,                0.51404,                 1.2612,                 1.5062,                 1.9951,              0.0012358,              0.0012358,              0.0012358
                     25,                 1.5131,                 1.7092,                 2.0883,                0.74053,                0.66915,                0.72704,                0.47907,                  1.245,                 1.5984,                 1.9343,              0.0012351,              0.0012351,              0.0012351
                     26,                 1.4175,                 1.6161,                 1.9897,                0.68228,                0.71256,                0.78407,                0.52883,                 1.1994,                 1.5878,                 1.9044,              0.0012345,              0.0012345,              0.0012345
                     27,                  1.418,                 1.5669,                 1.9774,                0.68157,                0.52549,                0.62614,                 0.3592,                  1.705,                 2.0683,                 2.5191,              0.0012339,              0.0012339,              0.0012339
                     28,                 1.3354,                 1.4996,                 1.9036,                0.80689,                0.77752,                0.84328,                0.61095,                 1.0759,                 1.2172,                  1.781,              0.0012333,              0.0012333,              0.0012333
                     29,                 1.2997,                 1.4899,                 1.8552,                0.85085,                0.77017,                0.86777,                0.56756,                 1.2931,                 1.2368,                 1.9703,              0.0012327,              0.0012327,              0.0012327
                     30,                 1.3148,                 1.5527,                 1.9024,                0.75819,                0.80969,                0.86932,                0.61049,                 1.1051,                 1.3702,                 1.7523,              0.0012321,              0.0012321,              0.0012321
                     31,                 1.3148,                 1.3894,                 1.8658,                0.79959,                0.72636,                0.84152,                0.61042,                 1.0629,                 1.2173,                 1.7494,              0.0012314,              0.0012314,              0.0012314
                     32,                 1.2521,                 1.3449,                 1.8091,                0.80155,                0.73618,                0.85074,                0.60293,                 1.0856,                 1.3362,                 1.7252,              0.0012308,              0.0012308,              0.0012308
                     33,                 1.2522,                 1.3833,                 1.7963,                0.83514,                 0.7658,                0.85832,                0.61716,                 1.0478,                 1.2349,                 1.6716,              0.0012302,              0.0012302,              0.0012302
                     34,                  1.245,                 1.3896,                 1.7958,                0.77389,                0.79118,                0.86831,                 0.6276,                 1.0189,                 1.3134,                 1.6557,              0.0012296,              0.0012296,              0.0012296
                     35,                 1.2419,                 1.3154,                 1.7856,                0.79774,                0.78714,                0.86079,                 0.6178,                 1.0604,                 1.1048,                 1.6826,               0.001229,               0.001229,               0.001229
                     36,                 1.2519,                 1.2755,                 1.7892,                0.83782,                0.80353,                0.88221,                0.60715,                 1.0554,                 1.1188,                 1.6756,              0.0012283,              0.0012283,              0.0012283
                     37,                 1.1985,                 1.2388,                 1.7535,                0.88368,                0.86166,                0.91303,                0.66968,                0.95598,                0.99495,                 1.5904,              0.0012277,              0.0012277,              0.0012277
                     38,                 1.1741,                 1.2369,                 1.7202,                0.89811,                0.84349,                0.90475,                0.68323,                0.94874,                0.89168,                 1.5291,              0.0012271,              0.0012271,              0.0012271
                     39,                 1.1731,                 1.2263,                 1.7064,                 0.9103,                0.84934,                0.91736,                0.67756,                0.98596,                 0.8699,                  1.603,              0.0012265,              0.0012265,              0.0012265
                     40,                 1.1654,                 1.1559,                 1.6977,                  0.911,                0.84216,                0.90839,                0.66431,                 1.0255,                 0.8938,                 1.6468,              0.0012259,              0.0012259,              0.0012259
                     41,                 1.1276,                 1.2098,                 1.6889,                0.88972,                0.83564,                0.90207,                0.68004,                0.90899,                0.88642,                 1.5049,              0.0012252,              0.0012252,              0.0012252
                     42,                 1.1363,                 1.1933,                 1.6779,                 0.9266,                0.85351,                0.92358,                0.68003,                0.98089,                0.88817,                 1.6187,              0.0012246,              0.0012246,              0.0012246
                     43,                 1.1205,                 1.1891,                 1.6509,                0.86402,                0.86904,                0.92828,                0.69997,                0.92128,                0.85883,                 1.5278,               0.001224,               0.001224,               0.001224
                     44,                    1.1,                 1.1131,                 1.6269,                 0.9134,                 0.8835,                0.93124,                 0.6934,                0.97984,                0.84414,                 1.5837,              0.0012234,              0.0012234,              0.0012234
                     45,                 1.1157,                 1.1342,                   1.63,                0.87136,                0.86309,                0.91489,                0.68224,                0.90984,                  1.131,                 1.4924,              0.0012228,              0.0012228,              0.0012228
                     46,                 1.1507,                 1.1131,                 1.6395,                0.82506,                0.88812,                0.92222,                 0.7071,                 0.8964,                 1.0413,                  1.481,              0.0012222,              0.0012222,              0.0012222
                     47,                 1.1073,                 1.1193,                 1.6142,                0.90899,                0.86342,                 0.9102,                0.70078,                0.88495,                0.95778,                 1.4751,              0.0012215,              0.0012215,              0.0012215
                     48,                 1.0942,                 1.1005,                 1.6073,                0.91039,                0.85646,                 0.9265,                0.69002,                0.95018,                0.82873,                 1.5329,              0.0012209,              0.0012209,              0.0012209
                     49,                 1.0377,                 1.0464,                 1.5529,                0.91947,                0.90588,                 0.9461,                0.73774,                0.82647,                0.72018,                  1.419,              0.0012203,              0.0012203,              0.0012203
                     50,                 1.0856,                 1.0942,                    1.6,                0.91437,                0.89285,                0.94736,                 0.7184,                0.86266,                0.80188,                   1.44,              0.0012197,              0.0012197,              0.0012197
                     51,                 1.0472,                0.98127,                  1.539,                0.91532,                 0.8788,                0.94196,                0.70414,                0.94866,                 0.8322,                 1.5159,              0.0012191,              0.0012191,              0.0012191
                     52,                 1.0914,                 1.0402,                 1.5862,                0.90449,                0.86446,                 0.9349,                0.73563,                0.81879,                0.75627,                 1.3968,              0.0012184,              0.0012184,              0.0012184
                     53,                 1.0389,                0.98995,                 1.5319,                0.91748,                0.91516,                0.95967,                0.75734,                0.81332,                0.70827,                 1.3906,              0.0012178,              0.0012178,              0.0012178
                     54,                 1.0411,                0.97411,                 1.5211,                0.91426,                 0.8903,                0.94502,                0.71441,                0.88295,                0.81661,                 1.4749,              0.0012172,              0.0012172,              0.0012172
                     55,                 1.0085,                0.94748,                 1.5152,                0.91134,                0.89833,                0.95317,                0.74936,                0.82517,                0.70024,                 1.4125,              0.0012166,              0.0012166,              0.0012166
                     56,                 1.0796,                0.96494,                 1.5458,                0.92401,                0.89725,                 0.9501,                 0.7472,                0.80746,                0.69188,                 1.3732,               0.001216,               0.001216,               0.001216
                     57,                 1.0337,                 1.0053,                  1.518,                0.89518,                0.93338,                0.95218,                0.73111,                0.87755,                0.72977,                 1.4173,              0.0012154,              0.0012154,              0.0012154
                     58,                 1.0714,                0.97519,                 1.5418,                0.89705,                0.90101,                0.93864,                0.70562,                0.93012,                0.75132,                 1.4486,              0.0012147,              0.0012147,              0.0012147
                     59,                 1.0471,                0.96859,                 1.5411,                0.91717,                0.89877,                0.94034,                0.73601,                0.81751,                0.73577,                 1.3649,              0.0012141,              0.0012141,              0.0012141
                     60,                 1.0264,                0.93901,                 1.5367,                0.92963,                 0.8796,                0.93348,                0.74722,                0.78096,                0.67485,                 1.3302,              0.0012135,              0.0012135,              0.0012135
                     61,                 1.0154,                0.95313,                 1.5193,                0.91654,                0.89941,                0.92511,                0.71851,                0.86783,                0.72556,                 1.4211,              0.0012129,              0.0012129,              0.0012129
                     62,                 1.0519,                0.97101,                  1.538,                0.91901,                0.88116,                0.94771,                0.73956,                0.80774,                0.72946,                 1.3574,              0.0012123,              0.0012123,              0.0012123
                     63,                0.99159,                 0.9081,                 1.4853,                0.92947,                0.89996,                0.95622,                0.74352,                0.81956,                0.67815,                 1.3684,              0.0012116,              0.0012116,              0.0012116
                     64,                0.96705,                0.85779,                 1.4573,                0.93725,                0.92076,                0.95061,                 0.7509,                0.79317,                0.70459,                 1.3451,               0.001211,               0.001211,               0.001211
                     65,                 1.0128,                0.85877,                 1.4646,                 0.9304,                0.90981,                0.96932,                0.76191,                0.80004,                0.68971,                 1.3809,              0.0012104,              0.0012104,              0.0012104
                     66,                0.97777,                0.88087,                 1.4606,                0.91633,                0.91103,                0.96401,                0.76694,                0.75819,                0.67169,                 1.3157,              0.0012098,              0.0012098,              0.0012098
                     67,                0.97287,                0.87068,                 1.4447,                0.88208,                0.92457,                0.95944,                0.75527,                0.80932,                0.66481,                  1.348,              0.0012092,              0.0012092,              0.0012092
                     68,                0.99935,                0.87446,                  1.482,                0.93184,                0.90877,                0.95178,                0.75994,                0.76177,                0.64681,                 1.3102,              0.0012085,              0.0012085,              0.0012085
                     69,                 0.9949,                0.92906,                 1.5013,                0.92761,                0.90127,                0.96035,                 0.7642,                0.76783,                0.70704,                 1.3136,              0.0012079,              0.0012079,              0.0012079
                     70,                0.92804,                0.83989,                 1.4368,                0.94068,                0.89191,                 0.9514,                0.75731,                0.79711,                0.61942,                 1.3411,              0.0012073,              0.0012073,              0.0012073
                     71,                0.95547,                0.89658,                 1.4681,                0.93081,                0.89798,                0.95797,                0.75884,                0.81244,                0.69578,                 1.3459,              0.0012067,              0.0012067,              0.0012067
                     72,                0.94628,                0.85094,                 1.4244,                0.92687,                0.90108,                0.96338,                0.76573,                0.78827,                0.63234,                 1.3215,              0.0012061,              0.0012061,              0.0012061
                     73,                0.92693,                0.83344,                 1.4193,                0.92624,                0.92019,                0.97001,                0.76836,                0.81994,                0.64214,                 1.3612,              0.0012055,              0.0012055,              0.0012055
                     74,                0.94047,                0.86009,                 1.4329,                0.94126,                0.91108,                0.96491,                0.77157,                0.75079,                0.63565,                 1.2943,              0.0012048,              0.0012048,              0.0012048
                     75,                 0.9416,                0.83984,                 1.4477,                0.93595,                0.92745,                0.95678,                 0.7704,                0.74456,                0.63968,                 1.3082,              0.0012042,              0.0012042,              0.0012042
                     76,                0.96508,                 0.8497,                 1.4334,                0.92637,                0.91425,                0.95094,                0.76166,                0.76215,                0.62005,                 1.3104,              0.0012036,              0.0012036,              0.0012036
                     77,                0.95854,                0.83202,                 1.4219,                0.93487,                0.91709,                0.96629,                0.77559,                0.75528,                0.61624,                 1.3063,               0.001203,               0.001203,               0.001203
                     78,                0.94859,                0.81591,                 1.4008,                0.94891,                0.92765,                0.96141,                0.75415,                0.80132,                 0.6008,                 1.3467,              0.0012024,              0.0012024,              0.0012024
                     79,                 0.8849,                0.76964,                 1.3821,                0.92829,                0.93769,                0.96126,                 0.7836,                0.73703,                0.58081,                 1.2734,              0.0012017,              0.0012017,              0.0012017
                     80,                0.89539,                0.80466,                 1.4185,                0.93413,                0.93529,                 0.9675,                0.78984,                0.71788,                0.60823,                 1.2721,              0.0012011,              0.0012011,              0.0012011
                     81,                0.88017,                 0.7837,                 1.3727,                0.94731,                0.93896,                0.96553,                0.78987,                0.71089,                0.54882,                 1.2503,              0.0012005,              0.0012005,              0.0012005
                     82,                0.86633,                0.76379,                 1.3762,                0.90364,                0.93569,                0.95774,                 0.7891,                0.71115,                 0.5783,                 1.2574,              0.0011999,              0.0011999,              0.0011999
                     83,                0.90041,                0.77211,                 1.3821,                0.93646,                0.92958,                 0.9721,                0.77687,                0.77011,                0.59722,                 1.2949,              0.0011993,              0.0011993,              0.0011993
                     84,                0.91909,                0.77921,                 1.3917,                0.92186,                0.91972,                 0.9621,                0.78342,                0.74422,                0.64425,                 1.2776,              0.0011986,              0.0011986,              0.0011986
                     85,                0.88224,                0.74381,                 1.3652,                0.94024,                0.93983,                0.96898,                0.79086,                0.71659,                0.56565,                 1.2452,               0.001198,               0.001198,               0.001198
                     86,                0.91332,                 0.7813,                 1.3841,                0.92045,                0.91809,                0.95463,                0.76689,                0.79922,                0.63358,                 1.3167,              0.0011974,              0.0011974,              0.0011974
                     87,                0.88543,                0.77635,                 1.3796,                0.95726,                0.91986,                0.96951,                0.76516,                0.78567,                0.57581,                 1.2854,              0.0011968,              0.0011968,              0.0011968
                     88,                0.92679,                0.78014,                 1.3892,                0.93343,                0.93227,                0.97548,                0.78774,                0.73637,                0.57164,                 1.2646,              0.0011962,              0.0011962,              0.0011962
                     89,                0.87467,                0.71829,                 1.3573,                 0.9319,                0.95938,                0.97509,                0.79487,                0.70924,                0.53507,                  1.247,              0.0011955,              0.0011955,              0.0011955
                     90,                0.95234,                0.78131,                 1.3988,                0.93496,                0.95887,                0.96876,                0.79871,                0.69074,                0.55018,                 1.2379,              0.0011949,              0.0011949,              0.0011949
                     91,                0.86878,                0.74196,                 1.3599,                0.91825,                 0.9469,                0.97184,                0.79806,                0.69958,                0.55339,                 1.2345,              0.0011943,              0.0011943,              0.0011943
                     92,                0.89688,                0.75797,                 1.3789,                0.94669,                0.94332,                0.96309,                0.78242,                 0.7265,                0.55395,                 1.2565,              0.0011937,              0.0011937,              0.0011937
                     93,                0.85434,                0.69547,                 1.3446,                0.92283,                0.95352,                0.96997,                 0.7966,                0.70623,                0.54982,                 1.2443,              0.0011931,              0.0011931,              0.0011931
                     94,                0.87618,                0.77673,                 1.3526,                0.94113,                0.96221,                0.97314,                0.80175,                0.73224,                0.58021,                 1.2536,              0.0011925,              0.0011925,              0.0011925
                     95,                0.89976,                0.74561,                 1.3548,                0.96182,                0.94401,                0.97662,                0.79375,                 0.7044,                0.55059,                 1.2578,              0.0011918,              0.0011918,              0.0011918
                     96,                0.89437,                0.80099,                   1.38,                0.94028,                0.95479,                0.97365,                0.79847,                0.70664,                0.52984,                 1.2385,              0.0011912,              0.0011912,              0.0011912
                     97,                0.85145,                0.70815,                 1.3434,                0.95277,                0.94478,                0.97671,                0.81376,                0.66944,                0.52697,                  1.203,              0.0011906,              0.0011906,              0.0011906
                     98,                0.86572,                0.76233,                 1.3712,                0.95624,                0.94118,                0.97259,                0.80465,                0.67476,                0.51925,                 1.2049,                0.00119,                0.00119,                0.00119
                     99,                 0.8769,                0.74981,                 1.3594,                 0.9384,                 0.9492,                0.97413,                0.79722,                0.68195,                0.54665,                 1.2221,              0.0011894,              0.0011894,              0.0011894
                    100,                 0.9068,                0.74305,                 1.3443,                0.95162,                0.93432,                0.96516,                0.79535,                0.71218,                0.57847,                  1.248,              0.0011887,              0.0011887,              0.0011887
                    101,                 0.9171,                0.73392,                 1.3694,                0.94742,                0.93816,                0.97482,                0.77873,                0.73577,                0.54094,                 1.2589,              0.0011881,              0.0011881,              0.0011881
                    102,                0.84503,                0.69707,                 1.3247,                0.92266,                0.95524,                0.97194,                0.80291,                0.66706,                0.51844,                 1.2012,              0.0011875,              0.0011875,              0.0011875
                    103,                0.87777,                0.69376,                 1.3447,                 0.9398,                0.93955,                0.96852,                0.78245,                0.73439,                0.56185,                 1.2567,              0.0011869,              0.0011869,              0.0011869
                    104,                0.89957,                0.71669,                 1.3483,                0.91659,                0.96394,                0.96869,                0.79564,                0.70245,                0.52047,                 1.2253,              0.0011863,              0.0011863,              0.0011863
                    105,                0.84281,                0.69185,                 1.3297,                0.92638,                0.96554,                0.96931,                0.79664,                0.67328,                0.53893,                 1.2041,              0.0011856,              0.0011856,              0.0011856
                    106,                0.84259,                0.70723,                 1.3224,                0.93986,                0.94584,                0.97506,                0.79362,                0.71805,                0.56142,                 1.2435,               0.001185,               0.001185,               0.001185
                    107,                0.80481,                0.67908,                 1.2839,                0.92561,                0.95558,                0.97304,                0.80135,                0.68348,                0.50084,                 1.2049,              0.0011844,              0.0011844,              0.0011844
                    108,                0.84409,                0.71084,                 1.3209,                0.94017,                0.97425,                 0.9771,                0.80831,                0.69135,                0.51273,                 1.2178,              0.0011838,              0.0011838,              0.0011838
                    109,                0.83275,                0.66463,                 1.2962,                0.92977,                0.94309,                 0.9801,                0.80315,                0.69083,                0.52362,                 1.2171,              0.0011832,              0.0011832,              0.0011832
                    110,                0.82469,                0.66466,                 1.3148,                0.94921,                0.93697,                0.96787,                0.81676,                0.64407,                0.47114,                 1.1711,              0.0011826,              0.0011826,              0.0011826
                    111,                 0.8171,                0.70457,                 1.2809,                0.95806,                0.94893,                0.97241,                0.81487,                0.64625,                0.49762,                 1.1799,              0.0011819,              0.0011819,              0.0011819
                    112,                0.83483,                0.68466,                  1.327,                0.95859,                0.93454,                0.97601,                0.81179,                0.64919,                0.52183,                 1.1722,              0.0011813,              0.0011813,              0.0011813
                    113,                0.86435,                0.92111,                 1.3939,                0.96571,                0.94384,                0.97317,                0.81461,                0.65009,                0.49164,                 1.1771,              0.0011807,              0.0011807,              0.0011807
                    114,                0.85563,                0.72673,                 1.3146,                 0.9207,                0.94547,                0.95971,                 0.7971,                0.65719,                0.54622,                 1.1828,              0.0011801,              0.0011801,              0.0011801
                    115,                0.80858,                0.67334,                 1.3128,                0.93253,                0.96657,                0.97066,                0.81267,                0.65782,                0.48903,                 1.1784,              0.0011795,              0.0011795,              0.0011795
                    116,                0.81224,                 0.6551,                 1.2805,                0.93651,                0.96072,                0.97598,                0.81668,                0.64869,                0.50385,                 1.1675,              0.0011788,              0.0011788,              0.0011788
                    117,                0.83826,                0.68856,                  1.317,                0.93661,                0.98128,                0.97496,                0.82625,                0.62748,                0.47008,                  1.148,              0.0011782,              0.0011782,              0.0011782
                    118,                0.85794,                0.71765,                 1.3514,                0.95578,                0.96305,                0.98116,                0.81976,                0.66055,                0.47037,                 1.1713,              0.0011776,              0.0011776,              0.0011776
                    119,                0.85302,                0.69376,                 1.3434,                0.96815,                0.95255,                0.98231,                0.80722,                0.68388,                0.47939,                 1.1906,               0.001177,               0.001177,               0.001177
                    120,                0.84539,                0.65618,                 1.3271,                0.94685,                 0.9561,                0.97409,                0.80682,                0.66102,                0.49226,                 1.1739,              0.0011764,              0.0011764,              0.0011764
                    121,                 0.8022,                0.65702,                 1.2927,                 0.9627,                0.94124,                0.97654,                0.81697,                0.63543,                0.45299,                 1.1471,              0.0011757,              0.0011757,              0.0011757
                    122,                0.79765,                0.63966,                 1.2609,                0.95048,                0.95172,                0.98069,                0.81429,                0.67366,                0.47476,                 1.1771,              0.0011751,              0.0011751,              0.0011751
                    123,                0.84153,                0.64325,                 1.3022,                0.96302,                0.93776,                0.96506,                0.80863,                0.64107,                0.47497,                 1.1626,              0.0011745,              0.0011745,              0.0011745
                    124,                0.81075,                 0.6703,                 1.2985,                0.95951,                0.95222,                0.97694,                0.82403,                 0.6239,                0.46663,                 1.1416,              0.0011739,              0.0011739,              0.0011739
                    125,                0.81464,                0.65853,                 1.2925,                0.92913,                0.97791,                0.98274,                0.82547,                0.62922,                0.47914,                 1.1665,              0.0011733,              0.0011733,              0.0011733
                    126,                0.80723,                 0.6486,                 1.2843,                0.96231,                0.96858,                 0.9847,                0.82617,                0.62902,                 0.4683,                 1.1618,              0.0011727,              0.0011727,              0.0011727
                    127,                0.78493,                0.62543,                 1.2591,                0.95134,                0.95231,                0.97623,                0.81349,                0.63405,                0.47549,                 1.1626,               0.001172,               0.001172,               0.001172
                    128,                0.80086,                 0.6321,                 1.2792,                0.94726,                0.96405,                0.98001,                0.82603,                0.61472,                0.44942,                  1.143,              0.0011714,              0.0011714,              0.0011714
                    129,                0.81618,                0.62879,                  1.273,                 0.9568,                 0.9685,                 0.9821,                0.79777,                0.74584,                 0.4997,                 1.2699,              0.0011708,              0.0011708,              0.0011708
                    130,                0.79931,                0.63599,                 1.2734,                0.96574,                0.97782,                0.98781,                0.82823,                0.62907,                0.50333,                 1.1437,              0.0011702,              0.0011702,              0.0011702
                    131,                0.77904,                0.65349,                  1.277,                0.94751,                 0.9772,                0.98136,                0.81054,                0.67191,                0.46304,                  1.182,              0.0011696,              0.0011696,              0.0011696
                    132,                0.80443,                0.66685,                 1.2729,                0.96037,                0.94822,                0.97387,                0.82575,                 0.6079,                0.48318,                  1.127,              0.0011689,              0.0011689,              0.0011689
