                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    135,                0.80684,                0.64482,                 1.2749,                0.95672,                0.97399,                0.98595,                 0.8282,                0.62813,                0.46053,                 1.1757,              0.0011671,              0.0011671,              0.0011671
                    136,                0.79509,                0.63674,                 1.2829,                0.95419,                0.98714,                0.98696,                0.83487,                0.63606,                0.43657,                 1.1684,              0.0011665,              0.0011665,              0.0011665
                    137,                0.79418,                0.61203,                 1.2647,                0.95321,                0.97155,                0.98345,                0.82337,                0.64355,                0.45877,                 1.1698,              0.0011658,              0.0011658,              0.0011658
                    138,                0.82773,                0.64086,                 1.3081,                0.95779,                0.97947,                0.98016,                0.83173,                  0.632,                0.44333,                 1.1572,              0.0011652,              0.0011652,              0.0011652
                    139,                0.77523,                0.61498,                 1.2826,                0.96221,                0.96374,                0.98143,                0.82661,                0.63358,                0.46611,                 1.1566,              0.0011646,              0.0011646,              0.0011646
                    140,                0.76119,                0.58971,                 1.2386,                0.96308,                0.97288,                0.98509,                0.82837,                0.62441,                0.44316,                  1.151,               0.001164,               0.001164,               0.001164
                    141,                0.78707,                0.62099,                 1.3074,                0.96691,                0.97486,                0.98334,                0.83639,                0.62258,                0.44466,                 1.1475,              0.0011634,              0.0011634,              0.0011634
                    142,                0.75877,                0.58902,                 1.2376,                 0.9471,                0.97914,                0.98201,                0.82999,                0.64948,                0.43462,                 1.1586,              0.0011628,              0.0011628,              0.0011628
                    143,                0.79509,                0.59976,                 1.2688,                0.97176,                0.94887,                0.98098,                 0.8231,                0.64974,                0.45459,                 1.1568,              0.0011621,              0.0011621,              0.0011621
                    144,                0.76245,                0.59968,                 1.2518,                0.92924,                 0.9745,                0.98085,                0.83088,                0.62797,                0.45221,                 1.1416,              0.0011615,              0.0011615,              0.0011615
                    145,                0.75668,                0.58705,                 1.2446,                0.95382,                0.98887,                0.98102,                0.83911,                 0.6023,                0.45055,                 1.1303,              0.0011609,              0.0011609,              0.0011609
                    146,                0.74417,                 0.5815,                 1.2315,                0.96047,                0.99247,                0.98443,                0.83146,                 0.6327,                  0.457,                 1.1476,              0.0011603,              0.0011603,              0.0011603
                    147,                0.72977,                0.58235,                 1.2341,                0.96055,                 0.9753,                0.98367,                0.82977,                0.63178,                0.46524,                 1.1567,              0.0011597,              0.0011597,              0.0011597
                    148,                0.75739,                0.59728,                   1.25,                0.95967,                0.98055,                0.97813,                 0.8167,                0.64196,                0.46204,                 1.1636,               0.001159,               0.001159,               0.001159
                    149,                0.80064,                0.61833,                  1.266,                0.95846,                0.98848,                 0.9835,                0.83864,                0.60926,                0.43549,                 1.1344,              0.0011584,              0.0011584,              0.0011584
                    150,                 0.7526,                0.58267,                 1.2352,                0.95444,                0.97307,                0.98564,                0.83386,                0.64228,                 0.4409,                 1.1483,              0.0011578,              0.0011578,              0.0011578
                    151,                 0.7989,                0.59689,                 1.2528,                0.95811,                0.98067,                0.98329,                0.83367,                0.62699,                 0.4418,                  1.146,              0.0011572,              0.0011572,              0.0011572
                    152,                0.76563,                0.60356,                 1.2509,                0.97294,                0.94041,                0.98215,                0.83767,                0.61629,                0.44575,                 1.1475,              0.0011566,              0.0011566,              0.0011566
                    153,                0.72254,                0.58547,                  1.229,                0.94701,                0.98267,                0.98441,                0.84012,                0.60866,                0.43198,                  1.129,              0.0011559,              0.0011559,              0.0011559
                    154,                0.76481,                 0.5974,                 1.2472,                0.95934,                0.98375,                0.98535,                0.84722,                0.58237,                0.40946,                 1.1087,              0.0011553,              0.0011553,              0.0011553
                    155,                 0.7417,                0.57259,                  1.252,                0.95351,                0.97725,                0.98739,                0.83433,                0.59649,                 0.4487,                  1.117,              0.0011547,              0.0011547,              0.0011547
                    156,                 0.7351,                0.56301,                 1.2279,                0.94268,                0.95994,                0.98271,                0.83672,                0.60308,                0.43427,                 1.1219,              0.0011541,              0.0011541,              0.0011541
                    157,                0.74601,                0.58764,                 1.2259,                0.95874,                0.98321,                0.98469,                 0.8376,                0.61857,                0.43612,                 1.1258,              0.0011535,              0.0011535,              0.0011535
                    158,                0.78211,                0.62254,                 1.2409,                0.96462,                0.95502,                0.98141,                0.82987,                0.60256,                0.46718,                 1.1189,              0.0011529,              0.0011529,              0.0011529
                    159,                0.74023,                0.60638,                 1.2161,                0.95754,                0.95608,                0.98125,                 0.8216,                0.65201,                0.49522,                 1.1773,              0.0011522,              0.0011522,              0.0011522
                    160,                0.75961,                0.60229,                 1.2613,                0.96539,                0.98047,                 0.9879,                0.84568,                0.57427,                0.43596,                 1.0926,              0.0011516,              0.0011516,              0.0011516
                    161,                0.74447,                0.58751,                 1.2171,                0.96587,                0.98589,                0.98801,                0.85075,                0.60032,                0.41683,                 1.1177,               0.001151,               0.001151,               0.001151
                    162,                0.74749,                0.61007,                 1.2045,                0.97056,                0.97452,                0.98404,                0.84711,                  0.589,                0.42119,                 1.0999,              0.0011504,              0.0011504,              0.0011504
                    163,                0.73594,                0.55497,                 1.2157,                0.95241,                0.98295,                0.98292,                0.83514,                0.60139,                0.43721,                 1.1128,              0.0011498,              0.0011498,              0.0011498
                    164,                 0.7312,                0.58893,                 1.2183,                0.96806,                0.98272,                0.98434,                0.84369,                0.57951,                0.43157,                 1.1072,              0.0011491,              0.0011491,              0.0011491
                    165,                0.72965,                 0.5751,                 1.2473,                0.96951,                0.98075,                0.98144,                0.84772,                0.57373,                0.40882,                 1.1004,              0.0011485,              0.0011485,              0.0011485
                    166,                0.73764,                0.55905,                  1.226,                0.96876,                0.98946,                0.98416,                0.85093,                0.57493,                0.39329,                 1.0995,              0.0011479,              0.0011479,              0.0011479
                    167,                0.73506,                 0.5658,                 1.1953,                0.96701,                0.95778,                 0.9828,                0.84798,                0.59413,                0.43304,                 1.1038,              0.0011473,              0.0011473,              0.0011473
                    168,                0.76223,                0.58568,                 1.2176,                0.92606,                 0.9801,                0.97997,                0.83121,                0.62234,                0.45281,                 1.1285,              0.0011467,              0.0011467,              0.0011467
                    169,                0.75493,                0.58543,                 1.2308,                0.96146,                0.97042,                0.97958,                0.84653,                0.58628,                 0.4133,                 1.0974,              0.0011461,              0.0011461,              0.0011461
                    170,                0.70959,                 0.5689,                  1.204,                 0.9711,                0.98165,                0.98328,                0.84695,                 0.5958,                0.41485,                 1.1056,              0.0011454,              0.0011454,              0.0011454
                    171,                0.72109,                0.55495,                 1.2102,                0.97485,                0.98472,                0.98584,                0.84655,                0.59823,                0.41558,                 1.1267,              0.0011448,              0.0011448,              0.0011448
                    172,                0.74663,                0.59148,                  1.232,                0.95832,                0.98611,                0.98728,                0.84453,                0.58759,                0.43738,                 1.0996,              0.0011442,              0.0011442,              0.0011442
                    173,                0.72511,                0.56039,                 1.2068,                0.96665,                0.96995,                0.98571,                 0.8518,                0.56605,                0.40263,                 1.0826,              0.0011436,              0.0011436,              0.0011436
                    174,                0.73293,                 0.5691,                   1.22,                0.96641,                0.99179,                0.98203,                0.83378,                0.61209,                0.43252,                  1.124,               0.001143,               0.001143,               0.001143
                    175,                0.77984,                0.58319,                 1.2161,                 0.9604,                0.96993,                0.97852,                0.83105,                 0.6173,                0.45108,                 1.1253,              0.0011423,              0.0011423,              0.0011423
                    176,                0.74752,                0.60244,                 1.2183,                0.97173,                0.98576,                0.98405,                0.83527,                0.58081,                0.40732,                 1.1116,              0.0011417,              0.0011417,              0.0011417
                    177,                0.70202,                0.56502,                 1.2041,                0.95986,                0.98831,                0.98654,                0.85291,                 0.5711,                0.40136,                 1.0893,              0.0011411,              0.0011411,              0.0011411
                    178,                0.72124,                0.57298,                  1.196,                0.97031,                 0.9841,                0.98603,                0.83647,                0.63001,                0.40529,                 1.1372,              0.0011405,              0.0011405,              0.0011405
                    179,                 0.7423,                0.55657,                 1.2077,                0.96824,                 0.9777,                0.98421,                0.84772,                0.58331,                0.41821,                 1.1029,              0.0011399,              0.0011399,              0.0011399
                    180,                0.71876,                0.57082,                 1.2013,                0.96833,                0.97067,                0.97795,                0.84997,                0.56931,                0.40698,                 1.0949,              0.0011392,              0.0011392,              0.0011392
                    181,                0.75035,                0.55617,                 1.2139,                0.97098,                0.97635,                0.97997,                0.83423,                0.61198,                0.41515,                   1.12,              0.0011386,              0.0011386,              0.0011386
                    182,                0.71718,                0.56397,                 1.2086,                0.96471,                0.98489,                0.98054,                 0.8467,                0.57393,                 0.3966,                  1.079,               0.001138,               0.001138,               0.001138
                    183,                0.70296,                0.52633,                 1.1814,                0.96806,                0.99289,                0.98284,                0.85172,                0.56486,                0.38088,                 1.0766,              0.0011374,              0.0011374,              0.0011374
                    184,                0.73968,                0.58169,                  1.211,                0.96791,                0.99266,                0.98353,                0.84033,                0.60439,                0.39543,                 1.1099,              0.0011368,              0.0011368,              0.0011368
                    185,                 0.7563,                0.58588,                  1.205,                0.97497,                0.99003,                0.98337,                0.85746,                0.55236,                0.38849,                 1.0755,              0.0011362,              0.0011362,              0.0011362
                    186,                0.72931,                0.57713,                 1.1937,                 0.9589,                0.98826,                0.98113,                0.84397,                0.56928,                0.41088,                 1.0787,              0.0011355,              0.0011355,              0.0011355
                    187,                0.73152,                0.55944,                 1.2096,                0.96558,                0.98791,                0.97955,                0.84483,                0.59182,                0.39766,                 1.1056,              0.0011349,              0.0011349,              0.0011349
                    188,                0.70364,                0.54505,                 1.1905,                0.96028,                 0.9824,                0.98311,                0.84875,                0.55749,                0.41035,                 1.0825,              0.0011343,              0.0011343,              0.0011343
                    189,                0.74109,                0.55711,                 1.2048,                0.95969,                0.99145,                0.98397,                0.86082,                0.54264,                0.39578,                 1.0712,              0.0011337,              0.0011337,              0.0011337
                    190,                0.73132,                0.54304,                 1.2221,                 0.9701,                0.97865,                0.98653,                0.84477,                0.59359,                0.39334,                 1.1005,              0.0011331,              0.0011331,              0.0011331
                    191,                0.70966,                0.56017,                 1.1874,                0.96881,                 0.9817,                0.98619,                0.85666,                0.56472,                0.39316,                 1.0861,              0.0011324,              0.0011324,              0.0011324
                    192,                0.68702,                0.53537,                 1.2014,                 0.9732,                0.98886,                0.98292,                0.86291,                0.53274,                0.38354,                 1.0575,              0.0011318,              0.0011318,              0.0011318
                    193,                0.71632,                0.53966,                 1.2117,                0.97603,                0.98285,                0.98359,                0.86036,                0.55664,                0.42244,                 1.0751,              0.0011312,              0.0011312,              0.0011312
                    194,                 0.7091,                0.52137,                 1.1775,                0.97696,                0.98126,                0.98692,                0.86911,                0.53175,                0.37687,                 1.0627,              0.0011306,              0.0011306,              0.0011306
                    195,                0.71417,                0.54464,                 1.2117,                0.97442,                0.98388,                0.98438,                0.87244,                0.53031,                0.38045,                 1.0637,                0.00113,                0.00113,                0.00113
                    196,                 0.7086,                0.54614,                 1.1943,                0.97618,                0.98356,                0.98512,                 0.8567,                0.56176,                0.37755,                 1.0904,              0.0011293,              0.0011293,              0.0011293
                    197,                0.68101,                0.55855,                 1.1899,                0.97618,                0.97285,                0.98254,                0.85674,                0.54628,                0.39668,                 1.0661,              0.0011287,              0.0011287,              0.0011287
                    198,                0.70487,                0.52872,                  1.193,                0.96724,                0.98625,                0.98496,                 0.8533,                 0.5657,                0.39362,                 1.0809,              0.0011281,              0.0011281,              0.0011281
                    199,                0.69448,                0.52824,                 1.1773,                0.96976,                0.99057,                0.98612,                 0.8633,                0.54739,                0.37362,                 1.0773,              0.0011275,              0.0011275,              0.0011275
                    200,                0.70388,                0.54189,                 1.1898,                0.97367,                0.98175,                0.99038,                 0.8569,                0.57547,                0.37307,                 1.0891,              0.0011269,              0.0011269,              0.0011269
                    201,                0.71356,                 0.5772,                 1.1967,                 0.9783,                0.98731,                0.99056,                0.86996,                0.53851,                0.37265,                 1.0613,              0.0011263,              0.0011263,              0.0011263
                    202,                0.67406,                0.53165,                 1.1736,                0.97473,                0.99321,                0.98939,                0.86481,                0.54374,                0.36801,                 1.0645,              0.0011256,              0.0011256,              0.0011256
                    203,                0.67698,                0.51511,                 1.1487,                0.96682,                0.99112,                0.98669,                0.86258,                0.52909,                0.37428,                 1.0608,               0.001125,               0.001125,               0.001125
                    204,                0.68099,                0.51368,                  1.169,                0.95983,                0.98944,                0.98493,                0.86683,                0.53409,                0.36979,                 1.0558,              0.0011244,              0.0011244,              0.0011244
                    205,                0.73284,                0.55173,                 1.1982,                0.95232,                0.98227,                 0.9834,                0.85154,                0.57337,                 0.3868,                 1.0847,              0.0011238,              0.0011238,              0.0011238
                    206,                0.71546,                0.55559,                 1.2059,                0.96577,                0.98453,                0.98557,                0.84642,                0.58308,                0.39347,                 1.1055,              0.0011232,              0.0011232,              0.0011232
                    207,                0.69602,                 0.5366,                 1.1711,                0.97591,                0.97224,                0.98893,                0.86012,                0.55286,                0.40014,                 1.0744,              0.0011225,              0.0011225,              0.0011225
                    208,                0.67648,                0.54171,                 1.1826,                0.96963,                0.98417,                0.98531,                0.87324,                0.53733,                0.35368,                   1.05,              0.0011219,              0.0011219,              0.0011219
                    209,                0.70734,                0.54414,                 1.1873,                0.97295,                 0.9832,                0.98844,                0.87634,                0.53273,                0.38671,                 1.0511,              0.0011213,              0.0011213,              0.0011213
                    210,                0.69231,                0.52478,                 1.1747,                 0.9652,                0.98694,                0.98825,                0.86876,                0.53799,                0.38404,                 1.0622,              0.0011207,              0.0011207,              0.0011207
                    211,                0.69853,                0.54306,                 1.1954,                0.96223,                0.98726,                 0.9855,                0.87235,                0.52494,                0.37732,                 1.0485,              0.0011201,              0.0011201,              0.0011201
                    212,                0.64958,                0.48737,                 1.1732,                0.97632,                0.99384,                0.98844,                0.87327,                0.51825,                0.35467,                  1.048,              0.0011194,              0.0011194,              0.0011194
                    213,                0.68103,                0.53599,                 1.1724,                0.97147,                0.99372,                0.98878,                0.86717,                0.52524,                0.37692,                 1.0534,              0.0011188,              0.0011188,              0.0011188
                    214,                0.69977,                0.54037,                 1.1829,                0.96927,                0.98364,                0.98548,                0.86585,                0.53012,                0.37506,                 1.0541,              0.0011182,              0.0011182,              0.0011182
                    215,                  0.692,                0.54792,                 1.1924,                0.96462,                0.98625,                0.98352,                0.85805,                0.54344,                0.38744,                 1.0716,              0.0011176,              0.0011176,              0.0011176
                    216,                0.67073,                0.53147,                 1.1616,                0.97264,                0.99409,                0.98562,                0.86753,                0.53289,                0.36561,                 1.0542,               0.001117,               0.001117,               0.001117
                    217,                0.69372,                0.51316,                 1.1771,                0.97731,                0.99306,                0.98659,                 0.8675,                 0.5236,                0.35506,                  1.054,              0.0011164,              0.0011164,              0.0011164
                    218,                 0.6784,                0.52798,                 1.1668,                0.97392,                 0.9903,                0.98849,                0.85733,                0.54771,                0.36232,                  1.069,              0.0011157,              0.0011157,              0.0011157
                    219,                0.68798,                0.55729,                 1.1862,                0.97491,                0.97876,                0.98584,                0.85484,                0.55341,                0.38234,                 1.0771,              0.0011151,              0.0011151,              0.0011151
                    220,                0.70222,                0.52137,                 1.1902,                0.97794,                0.98293,                0.98531,                0.86099,                0.53949,                0.39269,                 1.0584,              0.0011145,              0.0011145,              0.0011145
                    221,                0.70542,                0.55168,                 1.1814,                0.96545,                0.98848,                0.98643,                0.86722,                0.53026,                0.39946,                 1.0496,              0.0011139,              0.0011139,              0.0011139
                    222,                0.67629,                0.53467,                 1.1845,                0.97307,                0.98109,                0.98234,                0.87239,                  0.521,                0.36854,                  1.039,              0.0011133,              0.0011133,              0.0011133
                    223,                0.67088,                0.50988,                 1.1638,                0.95704,                0.99623,                0.98463,                0.86608,                0.54009,                0.37135,                 1.0474,              0.0011126,              0.0011126,              0.0011126
                    224,                0.68172,                0.51323,                 1.1563,                0.97281,                0.99044,                0.98492,                0.86541,                0.54307,                0.36395,                 1.0603,               0.001112,               0.001112,               0.001112
                    225,                0.69348,                0.52704,                 1.1728,                0.97903,                0.98372,                0.98441,                0.87598,                0.50809,                0.35363,                 1.0316,              0.0011114,              0.0011114,              0.0011114
                    226,                0.67569,                0.49794,                 1.1577,                0.97506,                0.98863,                0.98457,                0.87828,                0.51136,                0.35062,                 1.0397,              0.0011108,              0.0011108,              0.0011108
                    227,                 0.6626,                0.49853,                  1.147,                0.97478,                0.99264,                0.98583,                0.87182,                0.52836,                0.37465,                 1.0432,              0.0011102,              0.0011102,              0.0011102
                    228,                0.65816,                0.52237,                 1.1713,                0.95567,                0.99246,                0.98627,                0.87079,                 0.5298,                0.36603,                  1.046,              0.0011095,              0.0011095,              0.0011095
                    229,                0.68748,                0.50891,                 1.1796,                 0.9772,                0.98594,                0.99159,                0.88582,                0.50354,                0.35077,                 1.0336,              0.0011089,              0.0011089,              0.0011089
                    230,                0.64433,                0.50635,                 1.1389,                 0.9743,                0.99077,                 0.9868,                0.87357,                0.50874,                 0.3645,                 1.0358,              0.0011083,              0.0011083,              0.0011083
                    231,                0.69905,                0.51641,                 1.1716,                0.97402,                0.97982,                0.98651,                0.86896,                 0.5271,                0.36135,                 1.0453,              0.0011077,              0.0011077,              0.0011077
                    232,                0.71809,                0.55356,                 1.1791,                0.97723,                0.98563,                0.98664,                0.87194,                0.52888,                 0.3511,                 1.0362,              0.0011071,              0.0011071,              0.0011071
                    233,                0.68442,                0.51806,                 1.1625,                  0.978,                0.99178,                0.98775,                0.87205,                0.49738,                0.34912,                 1.0257,              0.0011065,              0.0011065,              0.0011065
                    234,                0.67253,                0.51826,                 1.1669,                0.96671,                0.99623,                0.98456,                0.86557,                0.51573,                 0.3612,                 1.0362,              0.0011058,              0.0011058,              0.0011058
                    235,                0.68734,                0.51196,                 1.1397,                0.97218,                0.99786,                0.98712,                0.87342,                 0.5291,                0.37213,                 1.0459,              0.0011052,              0.0011052,              0.0011052
                    236,                0.66532,                0.48149,                  1.155,                0.97763,                0.98655,                  0.984,                0.87336,                0.51837,                0.35414,                 1.0296,              0.0011046,              0.0011046,              0.0011046
                    237,                0.66796,                0.50401,                 1.1626,                0.98011,                0.98982,                0.98487,                0.87889,                0.50283,                0.34867,                 1.0283,               0.001104,               0.001104,               0.001104
                    238,                 0.6472,                0.50186,                 1.1651,                0.97776,                0.98856,                0.98711,                 0.8778,                0.51088,                 0.3492,                 1.0325,              0.0011034,              0.0011034,              0.0011034
                    239,                0.66375,                0.51747,                 1.1694,                0.97968,                0.98891,                0.98809,                0.87048,                0.51565,                0.34911,                 1.0336,              0.0011027,              0.0011027,              0.0011027
                    240,                0.64617,                0.49159,                 1.1519,                0.97344,                0.99786,                0.98546,                0.88365,                0.49406,                0.34128,                 1.0265,              0.0011021,              0.0011021,              0.0011021
                    241,                 0.6633,                0.51461,                 1.1404,                 0.9711,                0.99786,                0.98553,                0.88414,                0.49173,                0.33981,                 1.0231,              0.0011015,              0.0011015,              0.0011015
                    242,                0.69385,                0.52171,                 1.1832,                0.97535,                0.99342,                0.98284,                0.86868,                0.51008,                0.35151,                 1.0344,              0.0011009,              0.0011009,              0.0011009
                    243,                0.65921,                0.50218,                 1.1534,                0.97985,                0.98982,                0.98137,                0.86503,                0.51624,                0.35057,                 1.0447,              0.0011003,              0.0011003,              0.0011003
                    244,                0.67327,                0.52345,                 1.1734,                 0.9742,                0.99283,                0.98884,                0.87944,                0.49463,                0.33286,                 1.0179,              0.0010996,              0.0010996,              0.0010996
                    245,                0.67723,                0.57206,                 1.1569,                0.97109,                0.99623,                0.98562,                0.87883,                0.48276,                0.34091,                 1.0108,               0.001099,               0.001099,               0.001099
                    246,                0.65391,                0.50454,                 1.1567,                0.97926,                0.99132,                0.98762,                0.88023,                0.49887,                0.34192,                 1.0248,              0.0010984,              0.0010984,              0.0010984
                    247,                0.65493,                0.48154,                 1.1446,                0.97638,                0.99193,                0.98896,                 0.8857,                0.48923,                0.34308,                 1.0226,              0.0010978,              0.0010978,              0.0010978
                    248,                0.66101,                0.48732,                 1.1527,                 0.9717,                0.99413,                0.98623,                0.87152,                0.51342,                0.37192,                 1.0297,              0.0010972,              0.0010972,              0.0010972
                    249,                0.68618,                0.50528,                 1.1699,                0.97344,                0.99443,                0.98217,                0.86208,                0.51071,                0.37419,                 1.0348,              0.0010965,              0.0010965,              0.0010965
                    250,                0.67706,                0.48869,                 1.1615,                0.96444,                0.99623,                0.98366,                0.86748,                 0.5122,                0.35351,                 1.0327,              0.0010959,              0.0010959,              0.0010959
                    251,                 0.6167,                0.53313,                  1.138,                0.96457,                0.99166,                0.98786,                 0.8703,                0.51993,                0.34952,                 1.0522,              0.0010953,              0.0010953,              0.0010953
                    252,                0.65828,                 0.5021,                  1.131,                0.96859,                0.99219,                0.98632,                0.87455,                0.50123,                0.35247,                  1.019,              0.0010947,              0.0010947,              0.0010947
                    253,                0.66037,                0.52134,                 1.1362,                0.97432,                0.99272,                0.99123,                 0.8797,                0.50603,                0.34872,                  1.027,              0.0010941,              0.0010941,              0.0010941
                    254,                0.68635,                0.51934,                 1.1861,                0.97464,                0.99455,                0.98824,                0.86886,                0.52724,                0.33873,                 1.0433,              0.0010935,              0.0010935,              0.0010935
                    255,                 0.6676,                0.53511,                 1.1675,                0.97603,                0.98982,                0.98759,                0.88235,                0.50231,                0.33787,                 1.0287,              0.0010928,              0.0010928,              0.0010928
                    256,                0.66451,                0.51672,                 1.1659,                0.97096,                0.98486,                0.98737,                0.87604,                0.50603,                0.35812,                 1.0276,              0.0010922,              0.0010922,              0.0010922
                    257,                0.66766,                0.51175,                  1.154,                0.98011,                0.99131,                0.99025,                0.88294,                0.49676,                0.34789,                 1.0247,              0.0010916,              0.0010916,              0.0010916
                    258,                0.64577,                0.52018,                 1.1371,                0.97354,                0.99659,                0.98736,                0.88581,                0.50382,                0.34505,                 1.0205,               0.001091,               0.001091,               0.001091
                    259,                0.64138,                0.48053,                  1.137,                0.95848,                0.98969,                0.98339,                0.87828,                0.49705,                0.35959,                 1.0247,              0.0010904,              0.0010904,              0.0010904
                    260,                0.68203,                0.54704,                 1.1599,                 0.9755,                0.98759,                0.98643,                0.87738,                 0.5024,                0.34219,                 1.0276,              0.0010897,              0.0010897,              0.0010897
                    261,                0.68323,                0.50557,                 1.1789,                0.97373,                0.99189,                0.98564,                0.87435,                0.51207,                0.35568,                 1.0272,              0.0010891,              0.0010891,              0.0010891
                    262,                0.67355,                0.48731,                 1.1516,                0.96736,                0.99583,                0.98596,                0.88124,                0.49665,                0.34224,                 1.0177,              0.0010885,              0.0010885,              0.0010885
                    263,                0.64825,                0.48529,                 1.1415,                0.97137,                0.98496,                0.98828,                 0.8697,                0.54169,                0.35804,                 1.0563,              0.0010879,              0.0010879,              0.0010879
                    264,                0.68495,                0.49772,                 1.1462,                 0.9778,                 0.9933,                0.98863,                0.87699,                0.50635,                0.33955,                 1.0286,              0.0010873,              0.0010873,              0.0010873
                    265,                0.69823,                0.50912,                 1.1598,                0.97891,                 0.9932,                0.99024,                0.87764,                 0.4987,                0.34555,                  1.016,              0.0010866,              0.0010866,              0.0010866
                    266,                0.64271,                0.49024,                 1.1339,                0.97884,                0.98982,                0.98685,                0.88664,                  0.477,                0.33959,                 1.0051,               0.001086,               0.001086,               0.001086
                    267,                0.59909,                0.47015,                 1.1116,                0.97812,                0.98653,                0.98372,                0.88558,                0.48706,                0.34374,                  1.009,              0.0010854,              0.0010854,              0.0010854
                    268,                0.64225,                0.47682,                 1.1322,                0.97428,                0.99766,                0.98387,                0.88819,                 0.4782,                0.33009,                 1.0051,              0.0010848,              0.0010848,              0.0010848
