                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     67,                 1.4886,                 1.6976,                 1.9204,                0.62973,                 0.6213,                0.65285,                0.39324,                 1.4535,                 1.6228,                 2.0411,               0.004555,               0.004555,               0.004555
                     68,                 1.4692,                  1.667,                 1.9257,                0.69678,                0.66877,                0.71499,                0.43125,                 1.4954,                 1.5048,                 2.0625,              0.0044725,              0.0044725,              0.0044725
                     69,                 1.5052,                 1.7375,                 1.9463,                0.66226,                 0.6801,                0.71937,                0.44851,                 1.4041,                 1.5574,                 1.9973,                0.00439,                0.00439,                0.00439
                     70,                 1.4919,                 1.6752,                 1.9335,                0.71219,                 0.7115,                0.74659,                0.47605,                 1.3942,                 1.4937,                 1.9776,              0.0043075,              0.0043075,              0.0043075
                     71,                 1.4893,                 1.6826,                 1.9179,                0.63037,                0.64996,                0.68436,                0.44393,                 1.3677,                 1.5754,                 1.9498,               0.004225,               0.004225,               0.004225
                     72,                 1.4676,                 1.6983,                 1.9085,                0.69468,                0.66776,                0.73112,                0.45464,                 1.4077,                 1.5114,                 1.9686,              0.0041425,              0.0041425,              0.0041425
                     73,                 1.4396,                 1.6608,                 1.8868,                0.69864,                 0.7165,                 0.7397,                0.47835,                 1.3114,                 1.4883,                 1.8988,                0.00406,                0.00406,                0.00406
                     74,                 1.4344,                  1.638,                 1.8811,                0.67372,                 0.6295,                0.66933,                0.42488,                 1.3545,                 1.6205,                 1.9422,              0.0039775,              0.0039775,              0.0039775
                     75,                 1.4184,                 1.5819,                 1.8753,                0.69361,                 0.7111,                0.74682,                0.47423,                 1.3403,                 1.4591,                 1.8889,               0.003895,               0.003895,               0.003895
                     76,                 1.4255,                 1.5582,                 1.8589,                0.66792,                0.73726,                0.74663,                0.47279,                 1.3015,                 1.4158,                 1.8742,              0.0038125,              0.0038125,              0.0038125
                     77,                 1.4212,                 1.5869,                 1.8642,                0.70664,                0.71745,                0.74774,                0.49001,                 1.2753,                  1.385,                 1.8629,                0.00373,                0.00373,                0.00373
                     78,                 1.3918,                 1.5958,                  1.859,                0.70252,                0.77234,                0.77995,                0.52942,                 1.2435,                 1.2796,                 1.8333,              0.0036475,              0.0036475,              0.0036475
                     79,                  1.442,                 1.5399,                 1.8666,                0.73221,                0.71922,                0.76756,                0.49912,                  1.286,                 1.3955,                 1.8525,               0.003565,               0.003565,               0.003565
                     80,                 1.4053,                 1.5841,                 1.8308,                0.70745,                0.71189,                0.74755,                0.48833,                  1.277,                 1.4799,                 1.8481,              0.0034825,              0.0034825,              0.0034825
                     81,                 1.4629,                 1.5958,                  1.867,                0.69724,                0.70415,                0.74216,                0.48065,                 1.2941,                 1.5075,                 1.8673,                 0.0034,                 0.0034,                 0.0034
                     82,                 1.4185,                 1.5932,                 1.8662,                 0.7276,                0.74628,                0.77209,                0.50761,                 1.2841,                 1.3694,                 1.8664,              0.0033175,              0.0033175,              0.0033175
                     83,                 1.4366,                 1.5532,                 1.8611,                0.73549,                0.73633,                0.76926,                0.51737,                 1.2732,                 1.3515,                 1.8576,               0.003235,               0.003235,               0.003235
                     84,                 1.3626,                 1.4887,                 1.8483,                0.73741,                0.76118,                0.79241,                  0.535,                 1.2539,                 1.2748,                 1.8296,              0.0031525,              0.0031525,              0.0031525
                     85,                 1.4065,                 1.5748,                 1.8488,                0.67818,                0.74408,                 0.7548,                0.50253,                 1.2699,                 1.3493,                 1.8499,                0.00307,                0.00307,                0.00307
                     86,                 1.4009,                 1.5476,                 1.8579,                0.65917,                0.76042,                0.76784,                0.50729,                 1.2582,                 1.3313,                 1.8332,              0.0029875,              0.0029875,              0.0029875
                     87,                 1.3699,                 1.4981,                 1.8164,                0.68066,                0.76599,                0.79194,                0.55078,                 1.1911,                 1.2506,                 1.7804,               0.002905,               0.002905,               0.002905
                     88,                  1.342,                 1.5111,                 1.7826,                0.71506,                0.68658,                0.76771,                0.51945,                 1.2244,                  1.296,                 1.8134,              0.0028225,              0.0028225,              0.0028225
                     89,                 1.3654,                 1.5643,                 1.8123,                0.78187,                0.74754,                 0.8105,                0.54924,                 1.2393,                 1.2286,                 1.8082,                0.00274,                0.00274,                0.00274
                     90,                 1.3812,                 1.5044,                 1.8029,                0.76007,                0.74048,                0.81129,                0.55397,                 1.2136,                 1.2472,                 1.7824,              0.0026575,              0.0026575,              0.0026575
                     91,                 1.3035,                 1.4648,                 1.7676,                0.76339,                0.74532,                0.80615,                0.54619,                 1.2279,                 1.2873,                 1.7922,               0.002575,               0.002575,               0.002575
                     92,                 1.3055,                 1.4933,                 1.7701,                0.73646,                0.75438,                 0.8032,                0.53696,                 1.2344,                 1.2889,                 1.8171,              0.0024925,              0.0024925,              0.0024925
                     93,                 1.3441,                 1.4921,                 1.7764,                0.75539,                0.73742,                0.80645,                0.53727,                 1.2393,                 1.2823,                 1.8289,                0.00241,                0.00241,                0.00241
                     94,                 1.3621,                 1.5171,                 1.8076,                 0.7724,                0.73713,                0.81286,                0.55887,                 1.2096,                 1.2475,                 1.8012,              0.0023275,              0.0023275,              0.0023275
                     95,                 1.3109,                  1.435,                 1.7838,                0.75782,                0.78204,                0.82446,                 0.5749,                 1.1879,                 1.1749,                  1.765,               0.002245,               0.002245,               0.002245
                     96,                 1.2873,                 1.4294,                 1.7452,                0.77222,                0.78384,                0.83083,                0.58425,                 1.1743,                 1.1687,                 1.7511,              0.0021625,              0.0021625,              0.0021625
                     97,                 1.3596,                 1.4801,                 1.7907,                0.75197,                0.79702,                0.82389,                0.57297,                 1.1877,                 1.2083,                 1.7693,                0.00208,                0.00208,                0.00208
                     98,                 1.3269,                 1.4427,                 1.7781,                0.72943,                0.81656,                0.83331,                0.57601,                 1.1817,                 1.2119,                 1.7535,              0.0019975,              0.0019975,              0.0019975
                     99,                  1.319,                  1.423,                 1.7656,                0.78225,                 0.7814,                0.83248,                 0.5887,                 1.1719,                 1.1719,                 1.7357,               0.001915,               0.001915,               0.001915
                    100,                 1.3232,                 1.4185,                 1.7835,                0.75971,                0.80227,                0.83823,                0.59161,                  1.146,                 1.1465,                 1.7145,              0.0018325,              0.0018325,              0.0018325
                    101,                 1.3422,                 1.3925,                 1.7924,                0.72329,                0.79767,                0.81702,                0.57441,                 1.1551,                 1.1896,                 1.7251,                0.00175,                0.00175,                0.00175
                    102,                  1.263,                 1.3913,                 1.7215,                0.73606,                0.79321,                0.83695,                0.59132,                 1.1345,                 1.1499,                 1.7001,              0.0016675,              0.0016675,              0.0016675
                    103,                 1.3222,                 1.4027,                 1.7661,                0.75954,                0.78264,                0.84038,                0.58836,                 1.1342,                 1.1597,                 1.7027,               0.001585,               0.001585,               0.001585
                    104,                 1.3132,                 1.4431,                 1.7667,                0.74599,                 0.7988,                0.83396,                0.58811,                 1.1155,                  1.159,                 1.6819,              0.0015025,              0.0015025,              0.0015025
                    105,                 1.3116,                 1.4235,                 1.7726,                0.74659,                0.82514,                0.84487,                0.59892,                  1.101,                 1.1218,                  1.671,                0.00142,                0.00142,                0.00142
                    106,                 1.3159,                 1.4199,                 1.7622,                0.78305,                0.80579,                0.85913,                0.60626,                 1.0987,                 1.1089,                 1.6717,              0.0013375,              0.0013375,              0.0013375
                    107,                 1.2662,                 1.3484,                 1.7377,                0.76954,                0.81034,                0.85841,                0.61566,                 1.0858,                 1.1013,                 1.6711,               0.001255,               0.001255,               0.001255
                    108,                 1.2756,                 1.3831,                 1.7216,                0.73931,                0.81001,                0.84874,                0.60923,                 1.0888,                 1.1095,                 1.6687,              0.0011725,              0.0011725,              0.0011725
                    109,                 1.2775,                 1.3558,                 1.7247,                0.74989,                0.82191,                0.84608,                 0.5994,                 1.1247,                 1.1363,                 1.6845,                0.00109,                0.00109,                0.00109
                    110,                 1.3038,                 1.4144,                 1.7649,                 0.7843,                0.79691,                 0.8483,                0.60396,                 1.1244,                 1.1471,                 1.6802,              0.0010075,              0.0010075,              0.0010075
                    111,                 1.2859,                 1.3688,                 1.7313,                0.78668,                0.76979,                  0.837,                0.59599,                  1.117,                 1.1692,                 1.6784,               0.000925,               0.000925,               0.000925
                    112,                 1.2293,                 1.3366,                 1.6942,                0.77595,                0.78961,                0.84177,                0.60139,                 1.0989,                 1.1444,                 1.6694,              0.0008425,              0.0008425,              0.0008425
                    113,                 1.2335,                 1.3494,                 1.7042,                0.76305,                0.78831,                0.84015,                0.60603,                 1.0791,                 1.1228,                 1.6504,                0.00076,                0.00076,                0.00076
                    114,                 1.2393,                 1.2901,                 1.7109,                0.80076,                 0.7771,                0.85359,                0.62056,                  1.065,                 1.1024,                 1.6399,              0.0006775,              0.0006775,              0.0006775
                    115,                 1.2431,                 1.3233,                 1.6927,                0.76954,                0.80699,                0.85118,                0.61118,                 1.0813,                 1.1053,                 1.6518,               0.000595,               0.000595,               0.000595
                    116,                 1.2475,                 1.3322,                 1.7026,                0.80689,                0.78697,                0.85816,                0.61598,                 1.0733,                  1.076,                 1.6496,              0.0005125,              0.0005125,              0.0005125
                    117,                 1.2318,                 1.3759,                 1.7014,                0.82515,                0.78642,                0.87135,                0.62933,                 1.0687,                  1.055,                 1.6452,                0.00043,                0.00043,                0.00043
                    118,                 1.2486,                 1.3592,                 1.6976,                0.81351,                 0.8012,                0.86844,                0.63118,                 1.0667,                 1.0518,                 1.6412,              0.0003475,              0.0003475,              0.0003475
                    119,                 1.2544,                 1.3627,                 1.7046,                0.81733,                0.79077,                0.86781,                0.63453,                 1.0575,                 1.0469,                 1.6357,               0.000265,               0.000265,               0.000265
