                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 1.5571,                 1.9432,                 2.2028,                0.71462,                0.61987,                0.70494,                0.46665,                 1.3406,                  1.809,                 2.0801,              0.0011015,              0.0011015,              0.0011015
                     26,                 1.5419,                 1.8393,                 2.1352,                0.66504,                0.50388,                0.61749,                0.39937,                 1.3866,                 1.9381,                 2.1184,              0.0010953,              0.0010953,              0.0010953
                     27,                 1.5924,                 1.9468,                 2.1637,                0.66135,                0.60344,                0.66043,                0.45925,                   1.32,                 1.6852,                 2.0204,              0.0010891,              0.0010891,              0.0010891
                     28,                  1.493,                 1.7425,                 2.0882,                0.88561,                0.39552,                0.66731,                0.46038,                 1.2086,                 1.8128,                 1.9477,              0.0010829,              0.0010829,              0.0010829
                     29,                 1.4666,                 1.8625,                  2.074,                0.52109,                0.48636,                 0.4925,                0.27369,                 1.6413,                 2.0405,                 2.3491,              0.0010768,              0.0010768,              0.0010768
                     30,                 1.4747,                 1.8445,                 2.0589,                0.75638,                0.68024,                0.73911,                0.51213,                 1.2019,                 1.4537,                 1.9021,              0.0010706,              0.0010706,              0.0010706
                     31,                 1.4248,                 1.7077,                 2.0024,                0.59416,                0.39562,                 0.5283,                 0.2341,                  2.001,                 2.5593,                 2.6791,              0.0010644,              0.0010644,              0.0010644
                     32,                 1.4083,                 1.7374,                  1.974,                0.71924,                0.64879,                0.73744,                0.52805,                 1.1436,                 1.3194,                 1.8477,              0.0010582,              0.0010582,              0.0010582
                     33,                 1.3703,                 1.6632,                 1.9377,                 0.6764,                0.75605,                0.73725,                0.49476,                 1.2141,                 1.3295,                 1.8641,               0.001052,               0.001052,               0.001052
                     34,                 1.2871,                 1.5581,                 1.8601,                0.81354,                0.76075,                0.82402,                0.60459,                 1.0398,                  1.134,                 1.6944,              0.0010458,              0.0010458,              0.0010458
                     35,                 1.3317,                 1.5919,                 1.8803,                0.55809,                0.66268,                0.70271,                0.51268,                 1.0497,                 1.5064,                 1.7094,              0.0010396,              0.0010396,              0.0010396
                     36,                 1.3034,                   1.54,                 1.8296,                0.78114,                0.71215,                0.75613,                0.56374,                 1.0645,                 1.3231,                 1.6717,              0.0010334,              0.0010334,              0.0010334
                     37,                 1.3074,                 1.5005,                 1.8433,                0.83573,                0.70048,                0.79774,                0.56869,                  1.125,                 1.3179,                 1.7416,              0.0010273,              0.0010273,              0.0010273
                     38,                 1.2729,                 1.4346,                 1.8233,                0.74074,                0.80908,                0.82289,                0.60785,                 1.0102,                 1.1415,                  1.625,              0.0010211,              0.0010211,              0.0010211
                     39,                 1.2015,                  1.422,                 1.7594,                0.77003,                0.79004,                  0.801,                0.55951,                 1.0734,                 1.1418,                 1.7188,              0.0010149,              0.0010149,              0.0010149
                     40,                 1.1968,                 1.3634,                 1.7439,                0.69289,                0.63905,                0.72336,                0.45796,                   1.38,                  1.513,                 2.0476,              0.0010087,              0.0010087,              0.0010087
                     41,                 1.2479,                 1.3708,                 1.7777,                0.71003,                0.68456,                0.79655,                0.54407,                 1.1722,                 1.3504,                 1.7968,              0.0010025,              0.0010025,              0.0010025
                     42,                 1.2674,                 1.3771,                 1.7815,                0.71543,                0.65168,                0.73456,                0.43948,                 1.3773,                 1.5737,                 1.9846,             0.00099631,             0.00099631,             0.00099631
                     43,                 1.2511,                  1.396,                  1.782,                0.88528,                0.74854,                0.86966,                0.65296,                0.97494,                  1.184,                 1.5735,             0.00099013,             0.00099013,             0.00099013
                     44,                 1.1638,                 1.2966,                 1.7114,                0.75148,                0.62402,                0.73226,                0.52275,                 1.0905,                 1.3846,                 1.6663,             0.00098394,             0.00098394,             0.00098394
                     45,                 1.2423,                 1.3737,                 1.7576,                0.79537,                0.75832,                0.83418,                0.61085,                0.97368,                 1.0384,                 1.5839,             0.00097775,             0.00097775,             0.00097775
                     46,                 1.1914,                 1.2924,                 1.7388,                0.87991,                0.81248,                0.86258,                0.64522,                 0.9457,                0.99916,                 1.5276,             0.00097156,             0.00097156,             0.00097156
                     47,                 1.1089,                 1.2464,                 1.6681,                0.84259,                0.81731,                 0.8792,                0.65447,                0.93697,                0.91389,                 1.5562,             0.00096537,             0.00096537,             0.00096537
                     48,                 1.1556,                 1.3317,                 1.6998,                0.67534,                0.59704,                0.69984,                0.43008,                 1.3666,                 1.5125,                 2.0165,             0.00095919,             0.00095919,             0.00095919
                     49,                 1.1142,                 1.2054,                 1.6306,                0.86893,                0.81092,                  0.879,                 0.6595,                0.94225,                0.93392,                 1.5176,               0.000953,               0.000953,               0.000953
                     50,                 1.1312,                 1.2049,                 1.6515,                0.89864,                0.79401,                0.88425,                 0.6747,                0.93125,                0.87232,                 1.5034,             0.00094681,             0.00094681,             0.00094681
                     51,                 1.0841,                 1.1851,                 1.6131,                0.83917,                0.78644,                 0.8605,                0.66502,                0.89405,                0.99889,                 1.4823,             0.00094062,             0.00094062,             0.00094062
                     52,                  1.106,                 1.2171,                 1.6195,                0.86736,                0.84175,                0.88377,                0.65651,                0.92224,                0.87381,                 1.4902,             0.00093444,             0.00093444,             0.00093444
                     53,                  1.102,                 1.2203,                 1.6102,                0.88594,                0.86093,                0.90134,                0.66935,                0.93373,                0.86542,                 1.5079,             0.00092825,             0.00092825,             0.00092825
                     54,                    1.1,                 1.1804,                 1.6034,                0.85052,                0.84657,                0.89134,                0.66467,                0.95285,                0.84953,                 1.5116,             0.00092206,             0.00092206,             0.00092206
                     55,                 1.1344,                  1.147,                 1.6266,                0.87457,                0.82046,                0.88609,                0.65889,                0.92472,                0.87298,                 1.4772,             0.00091588,             0.00091588,             0.00091588
                     56,                 1.0504,                 1.0951,                 1.5695,                0.90623,                0.83897,                0.91022,                0.69144,                 0.8915,                 0.9259,                 1.4662,             0.00090969,             0.00090969,             0.00090969
                     57,                 1.0879,                 1.1071,                 1.5908,                0.91439,                0.87005,                0.92457,                 0.6964,                0.85613,                 1.0733,                 1.4278,              0.0009035,              0.0009035,              0.0009035
                     58,                 1.1245,                 1.1815,                 1.6074,                0.91879,                0.84408,                0.90901,                0.67719,                0.87173,                0.83742,                 1.4389,             0.00089731,             0.00089731,             0.00089731
                     59,                 1.0719,                 1.1247,                 1.5811,                0.88993,                0.85525,                0.91287,                0.67882,                0.89941,                0.76977,                 1.4596,             0.00089112,             0.00089112,             0.00089112
                     60,                 1.0346,                 1.0735,                 1.5618,                0.93747,                0.85274,                0.91369,                0.71586,                 0.8113,                0.76374,                 1.3818,             0.00088494,             0.00088494,             0.00088494
                     61,                0.96187,                 1.0801,                 1.5136,                0.90276,                0.85088,                0.91383,                 0.7274,                0.80044,                0.78842,                 1.3831,             0.00087875,             0.00087875,             0.00087875
                     62,                0.97355,                 1.0123,                  1.505,                0.87592,                0.83064,                0.91575,                0.72141,                 0.8308,                0.90363,                  1.406,             0.00087256,             0.00087256,             0.00087256
                     63,                 1.0193,                 1.0116,                 1.5289,                0.90548,                0.87219,                0.92387,                0.71001,                0.84054,                0.73705,                 1.4054,             0.00086637,             0.00086637,             0.00086637
                     64,                 1.0594,                  1.093,                 1.5948,                0.90209,                0.87613,                0.93356,                0.72292,                 0.8327,                 0.7737,                 1.3805,             0.00086019,             0.00086019,             0.00086019
                     65,                 1.0558,                 1.0513,                 1.5615,                0.87904,                0.86775,                 0.9075,                0.69818,                0.88839,                0.77229,                 1.4326,               0.000854,               0.000854,               0.000854
                     66,                 1.0081,                 1.0392,                 1.5103,                 0.8419,                0.87125,                 0.9178,                0.71268,                0.85565,                0.81413,                 1.4099,             0.00084781,             0.00084781,             0.00084781
                     67,                 1.0657,                 1.0981,                 1.5582,                0.89645,                0.87262,                0.92518,                0.72176,                0.81792,                0.72644,                 1.3945,             0.00084162,             0.00084162,             0.00084162
                     68,                  1.003,                 1.0082,                 1.4939,                0.91592,                0.86742,                0.93275,                0.70409,                0.86146,                0.72326,                 1.4264,             0.00083544,             0.00083544,             0.00083544
                     69,                 1.0219,                 1.0122,                 1.5136,                0.92435,                 0.8329,                0.92557,                0.72843,                0.79454,                0.74045,                 1.3361,             0.00082925,             0.00082925,             0.00082925
                     70,                0.97809,                 0.9951,                 1.4892,                0.92385,                0.86377,                0.92779,                0.73332,                0.77088,                0.67235,                 1.3135,             0.00082306,             0.00082306,             0.00082306
                     71,                0.99373,                 1.0268,                 1.4929,                0.91191,                0.84866,                0.93395,                0.73519,                 0.7975,                0.67742,                 1.3341,             0.00081688,             0.00081688,             0.00081688
                     72,                0.94145,                0.93317,                 1.4446,                0.88836,                0.88704,                0.93647,                 0.7506,                0.77335,                0.65512,                 1.3262,             0.00081069,             0.00081069,             0.00081069
                     73,                0.93489,                 0.9695,                 1.4546,                0.87944,                0.85657,                0.93507,                0.73213,                0.81097,                0.77044,                 1.3734,              0.0008045,              0.0008045,              0.0008045
                     74,                0.93918,                0.94123,                 1.4521,                0.91479,                0.89204,                0.93992,                0.74623,                 0.7483,                0.68413,                 1.2862,             0.00079831,             0.00079831,             0.00079831
                     75,                0.93118,                0.87757,                 1.4341,                0.91267,                0.85632,                0.92953,                0.73818,                0.75929,                0.75422,                 1.3157,             0.00079213,             0.00079213,             0.00079213
                     76,                0.94566,                0.88935,                 1.4612,                0.92406,                0.88291,                0.94211,                0.76015,                  0.733,                0.64546,                 1.2805,             0.00078594,             0.00078594,             0.00078594
                     77,                 1.0126,                 0.9443,                 1.4901,                 0.8946,                0.87728,                0.92761,                0.74228,                0.76763,                 0.6918,                 1.2978,             0.00077975,             0.00077975,             0.00077975
                     78,                0.93886,                0.93326,                 1.4272,                0.91959,                0.88276,                 0.9399,                0.74928,                0.74383,                0.62837,                 1.3001,             0.00077356,             0.00077356,             0.00077356
                     79,                0.95099,                0.93269,                 1.4291,                 0.9258,                0.89374,                0.94827,                0.74241,                0.74997,                0.61047,                    1.3,             0.00076738,             0.00076738,             0.00076738
                     80,                0.93833,                0.90793,                 1.4387,                0.92325,                0.90998,                0.96439,                0.76376,                0.76605,                0.62949,                 1.3115,             0.00076119,             0.00076119,             0.00076119
                     81,                0.91539,                0.86679,                 1.4099,                0.90422,                0.89347,                 0.9454,                0.76963,                0.70819,                 0.6188,                 1.2588,               0.000755,               0.000755,               0.000755
                     82,                0.88666,                0.86501,                 1.4006,                0.92507,                0.89336,                0.95796,                0.78395,                0.72874,                 0.6124,                 1.2678,             0.00074881,             0.00074881,             0.00074881
                     83,                0.88439,                0.87179,                 1.3997,                0.90434,                0.90183,                0.94833,                0.75494,                0.72349,                0.61626,                 1.2647,             0.00074263,             0.00074263,             0.00074263
                     84,                0.92627,                0.85902,                 1.3919,                0.89299,                0.90091,                0.95057,                0.76105,                0.74127,                0.61921,                 1.2635,             0.00073644,             0.00073644,             0.00073644
                     85,                0.89113,                 0.8468,                 1.3951,                 0.9425,                0.89102,                0.94086,                0.76467,                0.70765,                0.59314,                  1.251,             0.00073025,             0.00073025,             0.00073025
                     86,                 0.9376,                0.84944,                 1.4165,                 0.9141,                0.90317,                0.95834,                0.76601,                0.71619,                0.61856,                 1.2574,             0.00072406,             0.00072406,             0.00072406
                     87,                0.90527,                0.89059,                 1.4128,                  0.923,                0.89097,                0.95111,                0.78461,                0.67568,                0.57821,                 1.2304,             0.00071788,             0.00071788,             0.00071788
                     88,                0.91035,                0.87705,                  1.407,                0.91598,                0.91414,                0.96159,                0.78481,                 0.6944,                 0.5968,                 1.2502,             0.00071169,             0.00071169,             0.00071169
                     89,                0.93065,                0.89068,                 1.4243,                0.91109,                0.88779,                0.95118,                0.74491,                0.79131,                0.73443,                 1.3212,              0.0007055,              0.0007055,              0.0007055
                     90,                0.90803,                0.83043,                 1.3921,                0.94837,                0.88437,                0.95801,                0.78384,                0.69034,                0.57927,                 1.2374,             0.00069931,             0.00069931,             0.00069931
                     91,                0.85789,                0.80375,                 1.3632,                0.91367,                0.92651,                0.96662,                0.75542,                0.80608,                 0.6304,                 1.3444,             0.00069313,             0.00069313,             0.00069313
                     92,                0.91186,                0.84279,                 1.3887,                 0.9182,                0.92782,                0.96626,                0.79327,                 0.6805,                0.53573,                 1.2306,             0.00068694,             0.00068694,             0.00068694
                     93,                 0.8678,                0.79684,                 1.3777,                0.93123,                 0.9056,                0.96941,                0.81446,                0.65046,                0.56544,                 1.2197,             0.00068075,             0.00068075,             0.00068075
                     94,                0.88769,                0.82004,                 1.3805,                0.94083,                0.89791,                0.96575,                0.80233,                0.67426,                0.56034,                 1.2172,             0.00067456,             0.00067456,             0.00067456
                     95,                0.89137,                0.79715,                 1.3814,                0.93021,                 0.8994,                0.95342,                0.77384,                0.74646,                0.61124,                 1.2622,             0.00066838,             0.00066838,             0.00066838
                     96,                0.86211,                0.83064,                 1.3475,                0.91046,                0.92159,                0.96373,                0.79119,                0.66844,                0.58675,                 1.1962,             0.00066219,             0.00066219,             0.00066219
                     97,                0.86109,                0.83795,                 1.3675,                0.91767,                0.92055,                0.96175,                0.80023,                0.66434,                0.55089,                 1.2054,               0.000656,               0.000656,               0.000656
                     98,                0.80387,                0.73959,                 1.3227,                0.93652,                0.92081,                0.96799,                 0.8015,                0.68174,                0.57213,                 1.2055,             0.00064981,             0.00064981,             0.00064981
                     99,                 0.9009,                0.83676,                  1.385,                0.93377,                0.90501,                0.96265,                0.78563,                0.68274,                0.59733,                 1.2054,             0.00064362,             0.00064362,             0.00064362
                    100,                0.88513,                0.84518,                 1.3707,                0.91618,                0.94025,                0.96756,                0.79554,                0.69099,                0.54844,                 1.2016,             0.00063744,             0.00063744,             0.00063744
                    101,                0.85494,                0.77732,                 1.3494,                0.93697,                0.89439,                0.96687,                  0.816,                0.63695,                0.54533,                 1.1669,             0.00063125,             0.00063125,             0.00063125
                    102,                0.87581,                0.80193,                  1.345,                0.93993,                0.91344,                0.96645,                0.80651,                0.65618,                0.52288,                 1.1808,             0.00062506,             0.00062506,             0.00062506
                    103,                0.87363,                 0.7934,                 1.3638,                 0.9368,                 0.9109,                0.96861,                0.81922,                 0.6421,                0.51396,                 1.1768,             0.00061887,             0.00061887,             0.00061887
                    104,                0.82042,                 0.7162,                 1.3178,                0.93441,                0.92092,                0.96839,                0.80961,                0.62709,                0.52225,                  1.172,             0.00061269,             0.00061269,             0.00061269
                    105,                0.86226,                0.76462,                 1.3356,                0.92958,                0.91196,                0.96758,                 0.8003,                0.68084,                0.50789,                  1.193,              0.0006065,              0.0006065,              0.0006065
                    106,                 0.8793,                 0.7716,                 1.3582,                0.91481,                0.92833,                 0.9649,                0.81143,                0.63688,                0.52726,                 1.1817,             0.00060031,             0.00060031,             0.00060031
                    107,                 0.8888,                0.78425,                 1.3613,                0.93615,                0.89442,                0.96557,                0.80261,                0.66936,                 0.5453,                 1.1807,             0.00059413,             0.00059413,             0.00059413
                    108,                0.80697,                 0.7203,                 1.3184,                0.91988,                0.92175,                0.96255,                0.81422,                0.61515,                0.50746,                 1.1442,             0.00058794,             0.00058794,             0.00058794
                    109,                0.80216,                0.70451,                 1.2958,                0.93145,                0.92953,                0.97394,                0.81772,                0.64119,                0.49636,                 1.1661,             0.00058175,             0.00058175,             0.00058175
                    110,                0.82172,                0.78384,                 1.3385,                0.93989,                0.93861,                0.97611,                0.81737,                0.63225,                0.48582,                  1.172,             0.00057556,             0.00057556,             0.00057556
                    111,                0.82287,                0.73992,                 1.3294,                0.93678,                0.94527,                0.97324,                0.81842,                0.64676,                0.51359,                 1.1556,             0.00056938,             0.00056938,             0.00056938
                    112,                0.84611,                0.74833,                 1.3264,                0.92144,                 0.9383,                0.97348,                0.82494,                 0.6114,                0.49533,                 1.1416,             0.00056319,             0.00056319,             0.00056319
                    113,                0.86604,                0.77316,                 1.3511,                0.93625,                 0.9323,                0.97208,                0.81145,                0.66592,                0.49792,                 1.1752,               0.000557,               0.000557,               0.000557
                    114,                0.86059,                0.78061,                 1.3444,                 0.9547,                0.93535,                0.97788,                0.80764,                0.66537,                0.49719,                 1.1683,             0.00055081,             0.00055081,             0.00055081
                    115,                0.79167,                0.70911,                 1.3015,                 0.9273,                0.94031,                0.97341,                 0.8252,                0.64272,                0.51811,                 1.1589,             0.00054463,             0.00054463,             0.00054463
                    116,                0.82036,                0.75766,                 1.3205,                0.92786,                0.91972,                0.96943,                0.80242,                 0.6831,                0.52398,                 1.1885,             0.00053844,             0.00053844,             0.00053844
                    117,                0.81372,                0.73874,                 1.3204,                0.92883,                0.92919,                0.97525,                0.82663,                0.61759,                0.47899,                 1.1366,             0.00053225,             0.00053225,             0.00053225
                    118,                0.83071,                0.74704,                 1.3214,                0.93837,                0.94346,                 0.9774,                0.83214,                0.60674,                0.47223,                 1.1387,             0.00052606,             0.00052606,             0.00052606
                    119,                0.79169,                0.73163,                 1.2995,                0.93463,                0.95327,                 0.9788,                0.82929,                0.62669,                0.48968,                 1.1521,             0.00051988,             0.00051988,             0.00051988
                    120,                0.77545,                0.70064,                  1.283,                0.94836,                0.94314,                0.97847,                0.82737,                0.64855,                 0.4765,                 1.1623,             0.00051369,             0.00051369,             0.00051369
                    121,                0.81292,                0.67028,                 1.3025,                0.94999,                0.97289,                 0.9812,                0.84278,                0.60724,                0.45887,                  1.149,              0.0005075,              0.0005075,              0.0005075
                    122,                0.79655,                0.70692,                 1.2914,                0.94153,                0.95469,                0.98157,                0.84266,                0.59852,                0.46394,                 1.1316,             0.00050131,             0.00050131,             0.00050131
                    123,                0.79528,                0.70599,                 1.3061,                0.94436,                0.93916,                0.97568,                0.82442,                0.59521,                0.46913,                 1.1268,             0.00049513,             0.00049513,             0.00049513
                    124,                0.82518,                0.70859,                 1.3023,                0.93242,                0.96504,                0.97809,                0.83124,                0.61063,                0.46173,                 1.1377,             0.00048894,             0.00048894,             0.00048894
                    125,                0.81937,                0.70071,                 1.3091,                0.94351,                0.97107,                0.97845,                0.82816,                0.61479,                0.45959,                 1.1269,             0.00048275,             0.00048275,             0.00048275
                    126,                0.77447,                0.67388,                 1.2777,                0.93835,                 0.9591,                0.97897,                0.83298,                0.58505,                0.46509,                 1.1047,             0.00047656,             0.00047656,             0.00047656
                    127,                0.81488,                0.67299,                 1.3099,                 0.9236,                0.96365,                 0.9755,                 0.8394,                0.57022,                 0.4513,                 1.1056,             0.00047038,             0.00047038,             0.00047038
                    128,                0.75077,                0.68045,                 1.2656,                0.94744,                0.96132,                0.97677,                0.82429,                0.60435,                 0.4571,                 1.1287,             0.00046419,             0.00046419,             0.00046419
                    129,                0.77385,                0.68406,                 1.2832,                0.93982,                0.96566,                0.97906,                0.84485,                0.57621,                0.45001,                  1.121,               0.000458,               0.000458,               0.000458
                    130,                0.80713,                0.68376,                 1.3134,                0.94116,                 0.9753,                0.98121,                0.83706,                0.60005,                0.46455,                 1.1232,             0.00045181,             0.00045181,             0.00045181
                    131,                0.75074,                0.68643,                 1.2599,                0.95544,                0.96676,                 0.9819,                0.84963,                0.57158,                0.44489,                 1.1074,             0.00044563,             0.00044563,             0.00044563
                    132,                 0.7388,                 0.6345,                 1.2429,                 0.9427,                0.96546,                0.98095,                0.83601,                0.58643,                0.46262,                 1.1278,             0.00043944,             0.00043944,             0.00043944
                    133,                0.77002,                0.68895,                 1.2585,                0.94245,                  0.969,                0.97865,                 0.8381,                0.58182,                0.45234,                 1.1179,             0.00043325,             0.00043325,             0.00043325
                    134,                0.75727,                  0.642,                 1.2798,                0.94543,                0.96714,                0.97687,                0.84193,                0.57309,                0.44092,                 1.1073,             0.00042706,             0.00042706,             0.00042706
                    135,                0.71384,                0.63707,                 1.2384,                0.95489,                0.96559,                0.97809,                0.84576,                0.57394,                 0.4249,                  1.106,             0.00042087,             0.00042087,             0.00042087
                    136,                0.74175,                0.64149,                 1.2773,                0.95891,                0.97306,                0.98118,                0.84102,                0.58677,                0.43425,                 1.1177,             0.00041469,             0.00041469,             0.00041469
                    137,                0.74466,                0.66852,                 1.2695,                0.94631,                0.97037,                0.98153,                0.83925,                0.57532,                0.43593,                 1.1221,              0.0004085,              0.0004085,              0.0004085
                    138,                0.79043,                0.71089,                 1.2901,                0.94049,                0.98117,                 0.9818,                0.85359,                0.56582,                0.43155,                  1.113,             0.00040231,             0.00040231,             0.00040231
                    139,                  0.732,                0.68413,                 1.2536,                0.93503,                0.96628,                0.98077,                0.84712,                 0.5822,                0.44188,                 1.1118,             0.00039613,             0.00039613,             0.00039613
                    140,                 0.7501,                0.67855,                 1.2476,                0.94383,                0.97442,                0.98349,                 0.8441,                0.57428,                0.44646,                 1.0941,             0.00038994,             0.00038994,             0.00038994
                    141,                0.73936,                0.64463,                  1.259,                0.95046,                0.95836,                0.98532,                0.84855,                0.57207,                0.44003,                 1.0952,             0.00038375,             0.00038375,             0.00038375
                    142,                0.74403,                0.62304,                 1.2348,                0.94368,                0.98075,                0.98358,                 0.8502,                0.55309,                0.41553,                 1.0939,             0.00037756,             0.00037756,             0.00037756
                    143,                0.72801,                0.62454,                 1.2392,                0.93941,                0.97915,                0.98206,                 0.8458,                0.57761,                0.42503,                 1.1027,             0.00037138,             0.00037138,             0.00037138
                    144,                 0.7737,                0.64815,                  1.262,                0.93405,                0.98717,                 0.9842,                0.83973,                 0.5974,                0.43225,                 1.1176,             0.00036519,             0.00036519,             0.00036519
                    145,                0.71592,                0.60863,                 1.2389,                0.93402,                0.97946,                0.98393,                 0.8462,                0.57059,                0.43046,                 1.0966,               0.000359,               0.000359,               0.000359
                    146,                 0.7229,                0.62765,                 1.2413,                0.92598,                0.97839,                0.98374,                0.85102,                0.55071,                0.43181,                 1.0837,             0.00035281,             0.00035281,             0.00035281
                    147,                0.73099,                0.62716,                 1.2433,                0.95062,                0.97775,                0.98307,                0.84856,                0.56236,                0.43757,                 1.0981,             0.00034663,             0.00034663,             0.00034663
                    148,                0.71518,                0.62087,                 1.2375,                0.95983,                0.97028,                0.98498,                0.85332,                0.57248,                0.43023,                 1.0991,             0.00034044,             0.00034044,             0.00034044
                    149,                0.70875,                0.62999,                 1.2262,                0.96554,                0.97793,                 0.9842,                0.85899,                0.54218,                0.40682,                  1.087,             0.00033425,             0.00033425,             0.00033425
                    150,                0.70685,                0.60913,                 1.2316,                0.96499,                0.98299,                0.98473,                0.85117,                0.56873,                0.41349,                   1.11,             0.00032806,             0.00032806,             0.00032806
                    151,                0.68163,                 0.6202,                 1.2352,                0.96579,                0.97081,                0.98379,                0.85479,                0.54287,                0.40614,                  1.082,             0.00032188,             0.00032188,             0.00032188
                    152,                0.72538,                0.61873,                 1.2445,                 0.9558,                0.98155,                0.98415,                0.85274,                0.54582,                0.41399,                 1.0786,             0.00031569,             0.00031569,             0.00031569
                    153,                0.69949,                0.60777,                 1.2128,                0.95431,                0.97123,                0.98335,                0.86164,                0.52247,                0.40507,                 1.0596,              0.0003095,              0.0003095,              0.0003095
